name,versions,path,url,rows,bytes,sha256
3000 — ירושלים,5,data/raw/over_fd06f5ae/files/v1/cbb30a56_3000.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v1/cbb30a56_3000.csv,183550,23914902,9f61fa94a8084c2569e20e95473048350116b2892882635a072d8dd4f5d70b55
9500 — קריית ביאליק,5,data/raw/over_fd06f5ae/files/v1/cf37095d_9500.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v1/cf37095d_9500.csv,25409,3556676,7f20b50fe0d12adb85649df8620d5ffc1ddea4be62014b5b4bfd8f0015994437
6600 — חולון,5,data/raw/over_fd06f5ae/files/v1/d175dbc5_6600.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v1/d175dbc5_6600.csv,79451,9882161,867b1aa599d9b5b8c508af71f9c984c3cdc5246737862c663a80958c5ee8de84
2600 — אילת,5,data/raw/over_fd06f5ae/files/v1/e428291c_2600.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v1/e428291c_2600.csv,34847,4307675,d48c60fb7ea737f1299077751b3549dfc6200e258ba725a558fc9e1e443335f2
6100 — בני ברק,5,data/raw/over_fd06f5ae/files/v1/e5b2ed05_6100.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v1/e5b2ed05_6100.csv,50976,6546760,d438984a79c004c0a5ca5d845cfb34d6dab98617ca61175de2c6af67f5e1ce1f
8400 — רחובות,5,data/raw/over_fd06f5ae/files/v1/e82f9855_8400.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v1/e82f9855_8400.csv,65930,8368511,2f8e54fed4f8691280d60d8ce8285a7ece1b4c0cc64e2b44dfa2bee40119c2ba
9700 — הוד השרון,5,data/raw/over_fd06f5ae/files/v1/e876830c_9700.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v1/e876830c_9700.csv,31838,4119933,3a3f2ecc1e0500a9fb1fd6be174c6b8dd33fb06231e7e58f8e1f99880f626341
31 — אופקים,5,data/raw/over_fd06f5ae/files/v1/ed4e33ac_31.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v1/ed4e33ac_31.csv,17487,2196153,b6c5c6ec62d5a1e890fb639da56111e6c27b1f1d41684bf2ba45a84f4d0a46e6
8700 — רעננה,5,data/raw/over_fd06f5ae/files/v1/f8feee24_8700.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v1/f8feee24_8700.csv,37171,4613712,82e3f9233cb78484a05e59a05c4b52376e544a491391809cf1eee52d44e7aef2
2500 — נשר,5,data/raw/over_fd06f5ae/files/v1/f9ab536d_2500.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v1/f9ab536d_2500.csv,14942,1824051,3e4ee8b078cc10d8e5178c8159a6db11220b4ccabdc31a80a7e5777880fdc9b9
6400 — הרצלייה,5,data/raw/over_fd06f5ae/files/v1/fb6e60d9_6400.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v1/fb6e60d9_6400.csv,50741,6484805,5f628bc8b30b30756210c2d8463afb62d8647cce03255101aa2f7609f421e7c8
3000 — ירושלים,"4,3,2",data/raw/over_fd06f5ae/files/v2/1e680fc8_3000.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v2/1e680fc8_3000.csv,183550,23914902,9f61fa94a8084c2569e20e95473048350116b2892882635a072d8dd4f5d70b55
9000 — באר שבע,"3,2",data/raw/over_fd06f5ae/files/v2/39fe76b5_9000.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v2/39fe76b5_9000.csv,113829,14728401,06b032500e11ca70d2ffa801aa86d8565789af894105e5d72956ee015dac6c3b
7400 — נתניה,"4,3,2",data/raw/over_fd06f5ae/files/v2/6152acc5_7400.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v2/6152acc5_7400.csv,108103,13570875,a66525a43e1af0887ae35cfe64d40767f6bc93fffd44085ce9029b2ae4169318
8300 — ראשון לציון,"4,3,2",data/raw/over_fd06f5ae/files/v2/865d1f67_8300.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v2/865d1f67_8300.csv,117457,15789373,ade7e0b210afc3c94e89368e4c94212f4bd4dd17e2ce80ef84f3dfe4188560b4
4000 — חיפה,"4,3,2",data/raw/over_fd06f5ae/files/v2/8f1d9d1e_4000.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v2/8f1d9d1e_4000.csv,125738,15587627,f20c3df4a66660954923c511d6183ed4a9f9abff734af3533e006bee8dad1153
5000 — תל אביב -יפו,"3,2",data/raw/over_fd06f5ae/files/v2/a078416a_5000.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v2/a078416a_5000.csv,250852,33682218,4bbccf76ea0209e91bb5d49b24c7bcb03878f1aa53bae2651461c84f80043bfa
7900 — פתח תקווה,"3,2",data/raw/over_fd06f5ae/files/v2/bf95c13a_7900.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v2/bf95c13a_7900.csv,124359,16475917,5cb977b54aeb4fcf27c223cde62f98bb749ee03fce58b77ea5237ada97a537ff
7100 — אשקלון,"3,2",data/raw/over_fd06f5ae/files/v2/c9aa0c2c_7100.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v2/c9aa0c2c_7100.csv,85405,10899540,a815a644abd1dd99bb12c6fb64dd85abc7221f765a853d93440445bae1113056
70 — אשדוד,"4,3,2",data/raw/over_fd06f5ae/files/v2/fdee0b2e_70.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v2/fdee0b2e_70.csv,95734,11706535,f554429e780957a50a58e91635d1cb31e1339fd0c40eda2ef2471712524df46d
2620 — קריית אונו,"4,3",data/raw/over_fd06f5ae/files/v3/06882f3b_2620.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/06882f3b_2620.csv,18844,2538338,2c4ccc52901d14744b45cf491b17fd2cbb2bbade67bbc6ca2979ae70c23e49f1
8500 — רמלה,"4,3",data/raw/over_fd06f5ae/files/v3/07360cbd_8500.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/07360cbd_8500.csv,26121,3220225,8ab031ae6da3f0ed65d934eb4d57f1d24dc10c0c611a623f47b6e1194d8e230e
2650 — רמת השרון,"4,3",data/raw/over_fd06f5ae/files/v3/11b48767_2650.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/11b48767_2650.csv,23378,3050580,fb8c08283ff6a3d1cca402402d5f5eb3c7f88eb2a53370b503d48f57013e0bef
2610 — בית שמש,"4,3",data/raw/over_fd06f5ae/files/v3/13b0e218_2610.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/13b0e218_2610.csv,49684,6423898,df76373b3eace11ad06a78672e89e0312e07dec27f558e00e07b635ee95ad73c
7700 — עפולה,"4,3",data/raw/over_fd06f5ae/files/v3/18b3e063_7700.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/18b3e063_7700.csv,38913,4878650,cdda643dfee8f265b3c98e67a6e7ab515f61674f02831d852ba4375ffde43d0e
6200 — בת ים,"4,3",data/raw/over_fd06f5ae/files/v3/229a0306_6200.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/229a0306_6200.csv,63403,7936101,9071d83d12495666ec65fce60392f93426d9b844e9b093997bd93837c7a9da51
7000 — לוד,"4,3",data/raw/over_fd06f5ae/files/v3/253f40c1_7000.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/253f40c1_7000.csv,29466,3585766,0ce1cc43f00158cc0e7940e4568bea8d9822f6976b210ffe9c4baea515134a6b
2640 — ראש העין,"4,3",data/raw/over_fd06f5ae/files/v3/279f43eb_2640.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/279f43eb_2640.csv,23121,3025771,b1199175703f0206ef72d6f87f5f625bdbe6bdd04cf2f3318c77b03195a9a8d9
2530 — באר יעקב,"4,3",data/raw/over_fd06f5ae/files/v3/2befb27f_2530.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/2befb27f_2530.csv,17405,2306803,ad74cfae2573d69a6729cda5407990469746f156186c90b7d234edf42a1760c1
7800 — פרדס חנה-כרכור,"4,3",data/raw/over_fd06f5ae/files/v3/2f24315f_7800.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/2f24315f_7800.csv,21069,2960844,c605c5cf216983b8d71308ccb17a47cb1acdae5e566cdef734aa2ec9836dea46
7200 — נס ציונה,"4,3",data/raw/over_fd06f5ae/files/v3/3b1edcad_7200.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/3b1edcad_7200.csv,20635,2630780,42715657069f1ae9f87b8eb2e06c40be7017e57a050ae4d9e41b3980babc09e5
6600 — חולון,"4,3",data/raw/over_fd06f5ae/files/v3/475e6d86_6600.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/475e6d86_6600.csv,79451,9882161,867b1aa599d9b5b8c508af71f9c984c3cdc5246737862c663a80958c5ee8de84
9500 — קריית ביאליק,"4,3",data/raw/over_fd06f5ae/files/v3/4a9875ed_9500.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/4a9875ed_9500.csv,25409,3556676,7f20b50fe0d12adb85649df8620d5ffc1ddea4be62014b5b4bfd8f0015994437
2630 — קריית גת,3,data/raw/over_fd06f5ae/files/v3/5001cbbd_2630.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/5001cbbd_2630.csv,32720,4281417,95f89475ea04badb59d7c516ab837a7bc42ad051ad393d27182021fa0c39d217
2400 — אור יהודה,"4,3",data/raw/over_fd06f5ae/files/v3/591fd791_2400.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/591fd791_2400.csv,16046,2110752,badae35dce2004f6388da9ccf7abd1702f12be9f72a5c96305834d47b3dadb30
1031 — שדרות,"4,3",data/raw/over_fd06f5ae/files/v3/6884622f_1031.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/6884622f_1031.csv,15384,1922939,7cf1e8ee50775b8e6be31c4f42509a936c731d3be5ef189d180e1f5dfbfefe12
9700 — הוד השרון,"4,3",data/raw/over_fd06f5ae/files/v3/714960b4_9700.csv,https://pub-63c02556dabd4956af9500eb8fe7198c.r2.dev/datasets/fd06f5ae-8a4f-4120-b275-8a514ad23499/v3/714960b4_9700.csv,31838,4119933,3a3f2ecc1e0500a9fb1fd6be174c6b8dd33fb06231e7e58f8e1f99880f626341
