gush,chelka,sub_chelka,asset_area,room_num,distinct_sale_dates
11210,33,116,22.0,1.0,2
11208,51,37,73.0,3.0,3
11208,51,17,129.0,5.0,2
11208,51,21,98.0,4.0,2
11208,23,18,48.0,2.0,3
11208,51,8,129.0,5.0,2
11208,51,13,129.0,5.0,2
11208,69,4,73.0,3.0,2
11232,93,1,68.0,3.0,2
11232,72,8,58.0,3.0,2
11269,12,11,116.0,5.0,3
11269,24,5,124.0,4.0,2
12378,11,6,62.0,3.0,3
11146,17,27,62.0,3.0,2
11146,9,33,59.0,3.0,2
11146,11,36,75.0,3.0,2
11146,5,19,60.0,3.0,2
11146,11,22,59.0,3.0,3
11146,19,13,78.0,4.0,2
11146,8,21,60.0,3.0,5
11146,13,4,63.0,3.0,2
11146,10,23,59.0,3.0,3
11146,18,18,62.0,3.0,2
11146,18,1,91.0,4.0,2
11146,7,2,88.0,4.0,2
11146,5,21,60.0,3.0,3
11146,18,4,78.0,4.0,3
11146,19,24,78.0,4.0,2
11146,7,24,65.0,3.0,2
11146,5,20,88.0,4.0,2
11146,19,9,78.0,4.0,2
11146,10,40,59.0,3.0,2
11146,4,16,48.0,2.0,2
11146,11,34,59.0,3.0,4
11146,17,15,75.0,3.0,2
11146,14,27,79.0,4.0,2
11146,18,25,78.0,4.0,4
11146,6,30,48.0,3.0,2
11203,37,20,132.0,5.0,2
11203,56,110,93.0,3.0,2
11203,56,142,116.0,5.0,3
11203,56,76,100.0,4.0,2
11203,32,6,117.0,5.0,2
11235,329,15,94.0,4.0,2
11235,375,15,100.0,4.0,2
11235,211,17,54.0,3.0,2
11235,231,10,49.0,3.0,2
11235,210,6,54.0,3.0,2
11235,214,35,46.0,3.0,2
11235,243,7,54.0,3.0,3
11235,376,49,57.0,3.0,2
11235,243,9,54.0,3.0,2
11235,216,61,46.0,3.0,2
11235,211,2,54.0,3.0,2
11235,214,2,56.0,3.0,2
11237,26,6,129.0,5.0,2
11237,26,11,129.0,5.0,2
11237,26,1,129.0,5.0,4
11237,187,9,58.0,3.0,2
11252,14,16,67.0,3.0,2
11252,22,3,76.0,4.0,2
11252,7,46,80.0,4.0,3
11252,7,23,49.0,2.0,2
11252,13,26,78.0,3.0,2
11252,15,4,77.0,4.0,2
11209,9,13,72.0,3.0,2
11210,33,115,44.0,2.0,2
11210,33,121,22.0,1.0,3
11210,33,111,22.0,1.0,2
11210,33,114,22.0,1.0,2
10174,58,1,28.0,2.0,4
10174,52,15,60.0,3.0,2
10174,52,16,61.0,3.0,2
10174,53,15,60.0,3.0,2
10174,76,24,59.0,3.0,2
10174,67,15,48.0,2.0,3
10174,67,39,48.0,2.5,2
10174,80,13,54.0,3.0,2
10174,80,6,70.0,3.0,2
10174,80,8,54.0,3.0,2
11146,4,12,48.0,2.0,3
11146,5,11,60.0,3.0,3
11146,5,29,60.0,3.0,4
11146,4,31,60.0,3.0,3
11146,5,1,69.0,3.0,2
11146,5,5,60.0,3.0,2
11146,5,31,60.0,3.0,4
11146,4,13,60.0,3.0,2
11146,4,8,48.0,2.0,2
11146,4,7,60.0,3.0,3
11146,5,23,60.0,3.0,5
11146,4,1,60.0,3.0,3
11146,4,27,60.0,3.0,4
11146,4,22,48.0,2.5,2
11146,6,19,60.0,3.0,5
11146,7,23,66.0,3.0,2
11146,7,16,65.0,3.0,3
11146,6,31,60.0,3.0,2
11146,6,23,60.0,3.0,2
11146,6,11,60.0,3.0,6
11146,6,3,60.0,3.0,2
11146,7,32,65.0,3.0,2
11146,6,5,60.0,3.0,2
11146,7,24,60.0,3.0,2
11146,7,19,61.0,3.0,2
11146,6,27,60.0,3.0,2
11146,7,13,60.0,3.0,2
11146,6,1,60.0,3.0,2
11146,8,23,60.0,3.0,2
11146,8,13,60.0,3.0,3
11146,8,29,60.0,3.0,2
11146,9,28,45.0,2.0,2
11146,9,30,45.0,2.0,2
11146,10,24,59.0,3.0,3
11146,10,31,45.0,2.0,3
11146,10,3,59.0,3.0,2
11146,9,15,45.0,2.0,2
11146,10,26,45.0,2.0,3
11146,9,5,59.0,3.0,3
11146,9,39,59.0,3.0,4
11146,10,22,59.0,3.0,3
11146,9,31,45.0,2.0,2
11146,10,7,59.0,3.0,3
11146,10,11,45.0,2.0,3
11146,9,40,59.0,3.0,6
11146,9,2,60.0,3.0,2
11146,10,9,45.0,2.0,3
11146,10,33,59.0,3.0,2
11146,10,36,59.0,3.0,2
11146,10,21,59.0,3.0,2
11146,10,9,45.0,2.5,2
11146,11,24,59.0,3.0,2
11146,11,33,59.0,3.0,2
11146,11,16,45.0,2.0,2
11146,13,8,63.0,3.0,2
11146,12,18,63.0,3.0,4
11146,11,15,45.0,2.0,2
11146,11,36,59.0,3.0,4
11146,11,25,45.0,2.0,3
11146,11,9,45.0,2.0,2
11146,11,28,45.0,2.0,3
11146,11,10,45.0,2.0,3
11146,11,20,59.0,3.0,2
11146,11,29,45.0,2.0,3
11146,12,11,64.0,3.0,3
11146,12,5,64.0,3.0,2
11146,14,25,91.0,4.0,2
11146,14,13,78.0,4.0,3
11146,14,28,80.0,4.0,2
11146,17,14,62.0,3.0,4
11146,17,6,62.0,3.0,4
11146,17,28,78.0,4.0,2
11146,16,14,78.0,4.0,2
11146,18,15,74.0,3.0,2
11146,17,11,62.0,3.0,2
11146,16,4,80.0,4.0,3
11146,16,29,78.0,4.0,3
11146,18,8,78.0,4.0,2
11146,17,25,78.0,4.0,2
11146,17,15,62.0,3.0,2
11146,18,22,62.0,3.0,3
11146,18,15,62.0,3.0,3
11146,18,17,78.0,4.0,2
11146,18,21,78.0,4.0,2
11146,18,2,62.0,3.0,2
11146,19,3,62.0,3.0,2
11146,19,23,62.0,3.0,3
11146,19,20,78.0,4.0,4
11185,110,3,106.0,5.0,2
11185,110,1,106.0,5.0,2
11185,111,2,118.0,5.0,2
11185,109,20,117.0,6.0,2
11203,12,33,130.0,5.0,2
11203,32,48,68.0,2.5,2
11203,36,4,120.0,5.0,3
11203,36,13,112.0,5.0,2
11203,36,35,81.0,3.0,2
11203,37,6,95.0,4.0,2
11203,54,12,126.0,5.0,2
11203,53,24,104.0,5.0,2
11203,64,12,120.0,5.0,2
11203,65,133,155.0,6.0,2
11203,65,175,117.0,4.0,2
11203,65,170,130.0,5.0,2
11204,3,2,187.0,6.0,2
11206,1,13,80.0,3.0,3
11206,1,131,100.0,4.0,3
11206,1,14,100.0,5.0,2
11206,1,60,85.0,3.5,2
11206,19,11,204.0,6.0,2
11206,19,18,120.0,5.0,2
11206,19,18,100.0,4.0,9
11206,19,5,220.0,7.0,2
11206,19,18,106.0,4.0,9
11206,19,18,132.0,5.0,4
11206,53,2,100.0,4.0,2
11207,1,144,100.0,4.0,2
11207,34,3,118.0,5.0,12
11207,34,3,131.0,6.0,6
11207,34,323,118.0,5.0,2
11207,34,3,104.0,4.0,8
11207,34,3,103.0,4.0,5
11207,34,3,117.0,5.0,3
11207,34,17,104.0,4.0,7
11207,34,17,131.0,6.0,3
11207,34,35,118.0,5.0,2
11207,34,1,118.0,5.0,2
11207,34,4,103.0,4.0,2
11207,34,4,118.0,5.0,3
11207,34,4,104.0,4.0,9
11207,34,17,118.0,5.0,3
11207,34,17,117.0,5.0,3
11207,34,51,118.0,5.0,2
11207,34,17,100.0,4.0,4
11207,34,17,110.0,5.0,5
11207,58,3,65.0,3.0,2
11208,20,31,72.0,4.0,5
11208,19,8,47.0,2.0,3
11208,19,1,60.0,3.0,4
11208,19,7,59.0,3.0,2
11208,13,582,101.0,4.0,2
11208,20,9,72.0,4.0,2
11208,19,5,60.0,3.0,2
11208,20,24,72.0,4.0,2
11208,20,23,72.0,4.0,2
11208,20,28,72.0,4.0,2
11208,22,14,60.0,3.0,2
11208,21,3,82.0,4.0,4
11208,22,20,60.0,3.0,2
11208,21,1,82.0,4.0,2
11208,22,3,60.0,3.0,3
11208,22,14,61.0,3.0,3
11208,21,4,60.0,3.0,2
11208,22,1,61.0,3.0,2
11208,22,6,61.0,3.0,2
11208,22,4,61.0,3.0,2
11208,22,5,61.0,3.0,2
11208,22,22,61.0,3.0,3
11208,21,9,82.0,4.0,2
11208,21,21,61.0,3.0,2
11208,21,8,60.0,3.0,2
11208,22,11,60.0,3.0,2
11208,21,12,92.0,4.0,2
11208,24,5,60.0,3.0,2
11208,24,32,48.0,2.0,2
11208,24,23,59.0,3.0,2
11208,24,3,60.0,3.0,3
11208,24,25,59.0,3.0,2
11208,24,29,60.0,3.0,3
11208,24,10,48.0,3.0,2
11208,24,30,57.0,2.0,2
11208,24,21,69.0,3.0,2
11208,26,31,80.0,4.0,3
11208,26,17,84.0,4.0,2
11208,26,4,84.0,4.0,3
11208,26,1,83.0,4.0,2
11208,26,7,91.0,4.0,2
11208,46,21,70.0,3.0,2
11208,51,20,98.0,4.0,2
11208,51,1,129.0,5.0,2
11208,51,1,107.0,4.0,2
11208,51,4,129.0,5.0,2
11208,51,14,73.0,3.0,2
11208,51,23,119.0,5.0,2
11208,51,30,129.0,5.0,2
11208,51,18,129.0,5.0,2
11208,51,7,73.0,3.0,2
11208,51,6,129.0,5.0,2
11208,51,9,129.0,5.0,2
11208,51,2,129.0,5.0,3
11208,51,23,129.0,5.0,2
11208,51,9,73.0,3.0,2
11208,51,24,129.0,5.0,2
11208,51,6,65.0,3.0,2
11208,51,19,107.0,4.0,2
11208,51,9,65.0,3.0,2
11208,51,5,129.0,5.0,2
11208,51,32,98.0,4.0,2
11208,51,11,107.0,4.0,2
11208,51,20,107.0,4.0,2
11208,51,7,107.0,4.0,2
11208,51,8,107.0,4.0,2
11208,51,15,107.0,4.0,2
11208,70,11,101.0,4.0,2
11208,70,11,85.0,4.0,2
11208,68,4,59.0,3.0,2
11208,68,21,43.0,2.0,2
11208,69,15,43.0,2.0,2
11208,68,9,74.0,3.0,2
11208,70,8,85.0,4.0,2
11208,71,24,101.0,4.0,2
11208,72,4,100.0,4.0,2
11217,8,29,44.0,3.0,2
11217,8,18,44.0,3.0,2
11217,8,33,44.0,3.0,2
11217,8,26,44.0,3.0,2
11217,9,3,48.0,3.0,3
11217,8,19,44.0,3.0,3
11217,8,16,44.0,2.5,3
11217,8,26,60.0,3.0,3
11217,9,6,48.0,3.0,2
11217,8,31,44.0,3.0,2
11217,28,7,30.0,1.5,2
11217,28,6,30.0,2.0,4
11217,25,6,26.0,1.5,2
11217,37,3,49.0,3.0,4
11217,37,3,49.0,2.5,2
11217,38,1,39.0,3.0,2
11217,35,7,26.0,1.5,2
11217,33,6,26.0,1.5,3
11217,35,1,25.0,2.0,2
11217,44,5,43.0,3.0,3
11217,46,6,43.0,3.0,2
11217,49,6,44.0,3.0,2
11217,50,16,95.0,6.0,2
11217,50,13,47.0,3.0,2
11217,44,5,44.0,3.0,2
11217,49,6,43.0,3.0,2
11217,50,18,61.0,3.0,2
11217,48,9,44.0,3.0,2
11217,42,1,44.0,3.0,2
11217,49,12,58.0,3.0,2
11217,42,6,43.0,3.0,2
11217,47,12,58.0,3.0,2
11217,51,12,48.0,3.0,2
11217,54,19,52.0,3.0,2
11217,54,28,52.0,3.0,2
11217,54,33,52.0,3.0,2
11217,51,10,47.0,3.0,2
11217,51,22,48.0,3.0,2
11217,54,52,72.0,3.0,2
11217,54,42,52.0,3.0,3
11217,54,15,36.0,2.0,2
11217,60,17,46.0,3.0,2
11217,60,23,23.0,1.5,2
11217,60,1,33.0,2.0,4
11217,60,26,47.0,3.0,3
11217,60,8,47.0,3.0,3
11217,60,28,46.0,3.0,2
11217,117,12,47.0,3.0,2
11217,117,44,33.0,2.0,2
11217,117,43,46.0,3.0,3
11217,117,1,33.0,2.0,2
11217,117,11,33.0,2.0,2
11217,117,46,33.0,2.0,2
11217,117,8,47.0,3.0,2
11217,117,1,32.0,2.0,3
11217,117,12,66.0,3.0,2
11217,117,37,50.0,3.0,2
11217,117,47,71.0,2.5,2
11217,119,6,53.0,3.0,2
11217,121,12,52.0,3.0,2
11217,119,22,53.0,3.0,5
11217,121,8,52.0,3.0,3
11217,121,14,51.0,3.0,2
11217,120,19,52.0,3.0,3
11217,119,17,53.0,3.0,2
11217,121,19,52.0,3.0,2
11217,120,3,52.0,3.0,2
11217,121,14,52.0,3.0,2
11217,121,9,66.0,3.0,2
11217,119,26,53.0,3.0,2
11217,122,17,76.0,4.0,3
11217,123,9,65.0,3.0,2
11217,122,32,82.0,4.0,2
11217,126,13,56.0,3.0,3
11217,126,7,57.0,3.0,2
11217,124,4,70.0,3.0,2
11217,125,12,70.0,3.0,2
11217,126,3,70.0,3.0,2
11217,192,21,78.0,4.0,2
11217,192,79,170.0,5.0,2
11217,192,75,81.0,4.0,2
11217,192,30,81.0,4.0,2
11217,192,44,80.0,4.0,2
11217,192,53,101.0,5.0,2
11217,192,46,82.0,4.0,2
11217,192,57,81.0,4.0,3
11217,192,48,157.0,5.0,2
11230,43,44,53.0,3.0,3
11230,51,4,38.0,2.0,2
11230,59,2,110.0,4.0,2
11230,48,4,56.0,3.0,2
11230,48,3,56.0,3.0,2
11230,41,2,75.0,4.0,2
11230,79,8,56.0,3.0,3
11230,98,16,66.0,3.0,2
11230,98,11,57.0,3.0,2
11230,98,10,57.0,3.0,3
11230,98,13,57.0,3.0,2
11230,98,15,57.0,3.0,3
11230,104,8,92.0,5.0,2
11230,98,3,56.0,3.0,2
11230,1123,27,54.0,3.0,2
11231,296,1,36.0,3.0,2
11231,420,7,16.0,1.0,3
11231,419,14,55.0,3.0,2
11231,420,1,55.0,3.0,3
11231,418,18,70.0,3.0,2
11231,420,12,55.0,3.0,4
11231,419,8,35.0,2.0,2
11231,420,9,55.0,3.0,2
11231,419,1,35.0,1.0,2
11231,418,18,60.0,3.0,2
11231,392,1,36.0,2.0,2
11231,418,17,62.0,3.0,2
11231,446,9,45.0,2.0,3
11231,503,39,95.0,4.0,2
11231,503,3,95.0,4.0,2
11231,550,28,64.0,3.0,3
11231,548,13,74.0,3.0,2
11231,549,16,64.0,3.0,2
11231,550,30,73.0,4.0,3
11231,550,18,64.0,3.0,2
11231,550,4,64.0,3.0,2
11231,550,29,64.0,3.0,2
11231,548,38,61.0,3.0,3
11231,550,1,64.0,3.0,2
11231,550,5,76.0,3.0,2
11231,549,8,84.0,4.0,2
11231,551,3,68.0,3.0,2
11231,552,19,68.0,3.0,2
11231,551,15,68.0,3.0,3
11231,552,1,68.0,3.0,2
11231,551,11,68.0,3.0,2
11231,551,27,68.0,3.0,2
11231,551,16,80.0,3.0,2
11231,579,5,70.0,3.0,2
11231,574,9,70.0,3.0,2
11231,584,11,73.0,3.0,2
11231,584,10,87.0,3.0,2
11231,583,12,73.0,3.0,2
11231,585,4,73.0,3.0,2
11231,579,12,68.0,3.0,3
11231,579,30,69.0,3.0,2
11231,579,21,70.0,3.0,2
11231,574,7,51.0,2.0,2
11231,579,1,72.0,3.0,2
11231,611,32,90.0,4.5,2
11231,611,16,67.0,3.0,3
11231,587,2,92.0,4.0,2
11231,611,19,80.0,3.0,2
11231,590,2,92.0,4.0,2
11231,611,10,80.0,3.0,2
11231,587,1,92.0,4.0,2
11231,611,13,69.0,3.0,2
11231,611,28,67.0,3.0,2
11231,611,6,68.0,3.0,2
11231,612,1,41.0,2.0,3
11231,611,13,82.0,3.0,2
11231,658,1,52.0,2.0,2
11231,662,2,58.0,3.0,2
11231,658,31,48.0,3.0,2
11231,656,4,44.0,3.0,2
11231,656,4,65.0,3.0,2
11232,72,34,75.0,3.0,2
11232,73,8,58.0,3.0,2
11232,72,42,58.0,3.0,2
11232,73,5,59.0,3.0,2
11232,72,52,58.0,3.0,2
11233,110,6,38.0,2.0,2
11233,110,12,38.0,2.0,2
11233,110,4,38.0,2.0,2
11233,110,5,38.0,2.0,2
11233,111,6,38.0,2.0,2
11233,111,5,38.0,2.0,2
11233,111,6,46.0,2.0,2
11235,211,6,54.0,3.0,2
11235,210,16,54.0,3.0,2
11235,210,11,54.0,3.0,2
11235,211,4,54.0,3.0,2
11235,213,12,54.0,3.0,2
11235,213,9,54.0,3.0,3
11235,213,23,54.0,3.0,3
11235,214,79,46.0,3.0,2
11235,214,45,46.0,3.0,3
11235,214,25,46.0,3.0,2
11235,214,72,46.0,3.0,2
11235,214,62,46.0,3.0,2
11235,214,28,46.0,3.0,2
11235,214,57,46.0,3.0,2
11235,216,6,46.0,3.0,3
11235,216,45,46.0,3.0,2
11235,216,46,46.0,3.0,2
11235,216,19,46.0,3.0,3
11235,216,34,46.0,3.0,2
11235,216,59,46.0,3.0,2
11235,216,41,46.0,3.0,2
11235,216,8,46.0,3.0,3
11235,216,32,46.0,3.0,2
11235,224,18,48.0,3.0,2
11235,230,6,49.0,3.0,3
11235,224,7,49.0,3.0,2
11235,224,20,49.0,3.0,2
11235,221,6,45.0,3.0,2
11235,240,4,45.0,3.0,2
11235,329,17,75.0,3.0,2
11235,375,26,87.0,4.0,2
11235,375,21,93.0,4.0,2
11236,24,13,65.0,3.0,2
11236,24,2,107.0,4.0,2
11236,24,22,65.0,3.0,2
11236,24,17,65.0,3.0,2
11236,55,17,63.0,3.0,2
11236,55,22,63.0,3.0,3
11236,55,7,65.0,3.5,2
11236,55,1,41.0,3.0,2
11236,58,25,63.0,3.0,4
11236,58,9,63.0,3.0,3
11236,58,8,63.0,3.0,2
11236,56,17,80.0,4.0,2
11236,56,13,80.0,4.0,2
11236,57,11,79.0,4.0,2
11236,57,22,51.0,2.0,2
11236,57,9,79.0,4.0,2
11236,57,40,47.0,2.0,3
11236,57,23,51.0,3.0,2
11236,58,19,63.0,3.5,2
11236,57,23,51.0,2.5,2
11236,57,25,47.0,2.0,2
11236,58,16,63.0,3.5,2
11236,57,37,79.0,4.0,3
11236,59,2,79.0,4.0,2
11236,60,15,63.0,3.0,4
11236,65,3,83.0,4.0,2
11236,61,1,64.0,3.0,2
11236,62,12,84.0,4.0,2
11236,61,8,65.0,3.0,2
11236,62,15,84.0,4.0,2
11236,61,15,65.0,3.0,3
11236,62,3,84.0,4.0,2
11236,61,4,64.0,3.0,2
11236,64,30,80.0,4.0,3
11236,61,6,64.0,3.0,2
11236,66,16,66.0,3.0,2
11236,66,4,66.0,3.5,3
11236,66,14,66.0,3.0,2
11236,67,10,66.0,3.0,2
11236,68,8,84.0,4.0,2
11236,68,7,48.0,2.0,2
11236,66,10,67.0,3.0,2
11236,66,9,66.0,3.0,2
11236,68,11,48.0,2.0,2
11236,67,13,66.0,3.0,3
11236,67,11,66.0,3.5,2
11236,67,9,66.0,3.0,3
11236,66,8,66.0,3.0,2
11236,67,14,66.0,3.0,3
11236,66,7,66.0,3.0,2
11236,66,9,67.0,3.0,2
11236,68,7,48.0,3.0,2
11236,68,4,48.0,2.0,2
11236,69,2,48.0,2.0,4
11236,70,7,64.0,3.0,2
11236,70,7,65.0,3.0,4
11236,69,9,81.0,4.0,2
11236,70,1,64.0,3.0,2
11236,70,5,65.0,3.0,2
11236,69,3,81.0,4.0,2
11236,70,14,64.0,3.0,2
11236,71,6,65.0,3.5,2
11236,71,15,65.0,3.5,2
11236,71,12,65.0,3.0,2
11237,2,1,58.0,2.5,2
11237,2,1,67.0,3.0,2
11237,2,28,58.0,3.0,2
11237,2,44,58.0,3.0,2
11237,2,9,58.0,3.0,2
11237,26,5,129.0,5.0,2
11237,26,13,98.0,4.0,2
11237,26,14,98.0,4.0,2
11237,26,19,98.0,4.0,2
11237,43,4,57.0,3.0,2
11237,43,49,57.0,3.0,2
11252,7,48,61.0,3.0,3
11252,7,45,50.0,2.0,2
11252,7,34,80.0,4.0,2
11252,7,5,70.0,4.0,2
11252,8,43,80.0,4.0,2
11252,8,35,96.0,4.0,2
11252,8,25,75.0,3.0,2
11252,8,5,70.0,4.0,2
11252,8,42,61.0,3.0,3
11252,8,2,85.0,4.0,3
11252,9,7,76.0,4.0,2
11252,9,13,78.0,3.0,2
11252,9,19,76.0,3.0,3
11252,14,10,78.0,3.0,2
11252,14,2,69.0,3.0,2
11252,14,6,78.0,3.0,2
11252,14,20,68.0,3.0,3
11252,13,31,67.0,3.0,3
11252,14,9,69.0,3.0,2
11252,14,22,67.0,3.0,2
11252,14,10,67.0,3.0,2
11252,14,18,68.0,3.0,2
11252,13,2,77.0,4.0,2
11252,13,18,68.0,3.0,2
11252,17,4,78.0,4.0,2
11252,19,4,77.0,3.0,3
11252,16,4,78.0,4.0,2
11252,17,3,78.0,4.0,2
11252,16,13,78.0,4.0,2
11252,16,5,78.0,4.0,2
11252,22,7,76.0,4.0,2
11269,12,10,90.0,4.0,2
11269,8,18,97.0,4.5,2
11269,3,4,82.0,4.0,2
11269,13,6,95.0,4.0,2
11269,8,9,95.0,4.0,2
11269,30,5,100.0,5.0,2
11269,27,16,84.0,3.0,3
11269,33,19,68.0,3.0,3
11269,23,3,76.0,3.0,2
11269,35,5,81.0,4.0,2
11269,36,4,93.0,4.0,2
11269,33,23,81.0,4.0,2
11269,47,2,90.0,4.0,3
11269,42,3,80.0,3.5,2
11269,43,4,80.0,3.5,2
11269,42,18,68.0,3.0,2
11269,42,17,68.0,3.0,2
11269,42,9,68.0,3.5,3
11269,42,5,68.0,3.5,2
11269,47,18,81.0,4.0,2
11269,41,16,120.0,4.0,2
11269,44,16,99.0,4.0,2
11269,82,4,87.0,4.0,2
12377,10,40,90.0,4.0,2
12378,4,10,89.0,4.0,2
12378,2,5,71.0,3.0,4
12378,4,24,68.0,3.0,2
12378,2,16,89.0,4.0,2
12378,2,6,71.0,3.0,2
12378,2,4,72.0,3.0,2
12378,2,11,87.0,4.0,2
12378,3,8,71.0,3.0,2
12378,5,18,86.0,4.0,2
12378,5,17,87.0,4.0,2
12378,4,33,87.0,4.0,2
12378,9,53,87.0,4.0,3
12378,8,6,68.0,3.0,2
12378,9,47,68.0,3.0,3
12378,7,1,71.0,3.0,2
12378,9,33,87.0,4.0,2
12378,9,13,87.0,4.0,2
12378,6,18,90.0,4.0,2
12378,9,40,68.0,3.0,2
12378,8,11,69.0,3.0,2
12378,9,24,68.0,3.0,2
12378,7,5,69.0,3.0,2
12378,7,15,88.0,4.0,2
12378,9,31,66.0,3.0,2
12378,16,23,65.0,3.0,2
12378,14,23,65.0,3.0,2
12378,16,23,69.0,3.0,2
12378,13,1,95.0,4.0,2
12378,13,16,62.0,3.0,2
12378,14,35,65.0,3.0,2
12378,13,11,62.0,3.0,2
12378,16,22,69.0,3.0,2
12378,42,19,62.0,3.0,2
12378,42,21,62.0,3.0,2
12378,42,26,62.0,3.0,2
12378,42,23,62.0,3.0,2
12378,44,18,82.0,4.0,3
12379,4,4,87.0,4.0,3
12379,2,2,86.0,4.0,2
12379,5,2,75.0,3.0,2
12379,10,16,87.0,4.0,3
12379,10,15,88.0,4.0,2
12379,6,10,75.0,3.0,2
12379,8,84,107.0,4.0,2
12379,10,9,79.0,3.0,2
12379,8,62,85.0,4.0,2
12379,7,11,97.0,4.0,2
12379,7,10,75.0,3.0,2
12379,8,78,66.0,3.0,3
12379,8,59,100.0,4.0,2
12379,8,82,89.0,4.0,2
12379,8,83,89.0,4.0,2
12379,8,71,111.0,4.0,2
12379,8,24,89.0,4.0,2
12379,8,85,77.0,4.0,2
12379,13,31,92.0,4.0,2
12379,11,15,68.0,3.0,2
12379,13,31,91.0,4.0,2
12379,13,18,88.0,4.0,2
12379,11,20,67.0,3.0,2
12379,13,11,87.0,4.0,3
12379,11,4,68.0,3.0,2
12379,13,6,87.0,4.0,2
12379,12,21,89.0,4.0,2
12379,11,19,68.0,4.0,2
12379,12,17,81.0,3.5,2
12379,13,4,87.0,4.0,2
12379,13,7,87.0,4.0,2
12379,12,3,81.0,4.0,2
12379,14,4,70.0,3.0,2
12379,14,18,70.0,3.0,2
12379,15,11,78.0,3.0,2
12379,15,20,78.0,3.0,2
12379,14,16,70.0,3.0,3
12379,15,8,118.0,4.0,2
12379,15,9,77.0,3.0,2
12379,17,40,105.0,4.0,2
12379,18,4,75.0,4.0,2
12379,18,9,75.0,4.0,2
12379,17,2,53.0,2.5,2
12379,17,11,70.0,3.5,2
12379,17,37,105.0,4.0,2
12379,17,21,69.0,3.5,2
12379,18,3,76.0,3.0,2
12379,17,11,59.0,4.0,2
12379,24,4,107.0,5.0,2
12379,23,2,88.0,4.0,2
12379,26,87,68.0,3.0,2
12379,26,10,64.0,3.0,2
12379,26,43,40.0,2.0,3
12379,26,1,64.0,3.0,2
12379,26,60,89.0,4.0,2
12379,26,110,89.0,4.0,2
12379,26,119,68.0,3.0,2
12379,26,58,41.0,2.0,2
12379,26,78,41.0,2.0,2
12379,26,77,67.0,3.0,2
12379,26,31,90.0,4.0,2
12379,26,83,40.0,2.0,2
12379,31,8,80.0,3.0,2
12379,75,2,119.0,5.0,2
12572,7,15,75.0,3.0,2
12572,9,10,72.0,4.0,2
12572,9,23,77.0,3.0,2
12572,8,3,69.0,3.0,2
12572,24,5,76.0,3.0,2
12572,25,38,57.0,3.0,3
12572,25,2,28.0,1.5,2
12572,25,4,28.0,2.0,3
12572,25,16,57.0,3.0,3
12572,24,2,78.0,4.0,2
12572,25,11,57.0,3.0,2
12572,25,25,57.0,3.0,2
12572,25,9,57.0,3.0,3
12572,26,20,75.0,4.0,2
12572,27,21,75.0,4.0,2
12572,26,7,70.0,4.0,2
12572,28,1,64.0,3.0,4
12572,26,18,64.0,3.0,2
12572,26,20,86.0,4.0,2
12572,28,5,86.0,4.0,2
12572,28,21,86.0,4.0,3
12572,26,4,66.0,3.0,2
12572,26,20,74.0,3.0,2
12573,10,13,64.0,3.0,3
12573,9,5,84.0,4.0,3
12573,9,9,70.0,3.0,2
12573,12,2,62.0,3.0,2
12573,13,37,58.0,3.0,2
12573,11,9,64.0,3.0,5
12573,12,3,88.0,4.0,2
12573,12,12,64.0,3.0,2
12573,13,4,27.0,2.0,2
12573,12,15,63.0,3.0,2
12670,14,32,77.0,4.0,2
12670,15,9,71.0,3.0,2
12670,14,12,111.0,5.0,2
12670,14,23,83.0,4.0,2
12670,12,1,103.0,5.0,2
12670,13,11,102.0,4.0,2
12670,17,79,109.0,5.0,2
12670,17,49,79.0,4.0,2
12670,17,64,84.0,4.0,2
12670,17,8,84.0,4.0,2
12670,17,99,85.0,4.0,2
12670,17,105,79.0,4.0,2
12670,17,106,75.0,4.0,2
12670,18,54,68.0,3.0,2
12670,18,43,68.0,3.0,2
12670,18,2,87.0,4.0,2
12670,19,19,75.0,3.0,2
12670,19,61,76.0,3.0,2
12671,12,8,107.0,5.0,2
12671,13,31,90.0,3.0,2
12671,13,38,81.0,3.5,2
12671,13,25,83.0,3.5,2
12671,12,21,86.0,4.0,2
12671,12,9,85.0,4.0,2
12671,18,14,80.0,4.0,2
12671,18,14,81.0,4.0,2
12671,18,19,81.0,4.0,2
12671,18,22,81.0,4.0,2
12671,18,35,68.0,3.0,2
12671,18,25,85.0,4.0,2
12671,18,40,70.0,3.0,2
12671,18,20,80.0,3.0,2
12771,14,7,90.0,3.5,2
12771,15,4,89.0,3.0,2
12771,16,24,90.0,3.5,2
12771,41,12,90.0,3.5,2
12820,17,54,117.0,5.0,2
12820,17,12,104.0,4.0,2
12820,17,45,104.0,4.0,2
12820,17,121,117.0,5.0,2
12820,17,126,103.0,4.0,2
12820,17,65,104.0,4.0,2
12820,17,86,118.0,5.0,2
12820,17,105,131.0,6.0,2
12820,18,10,104.0,4.0,2
12820,18,46,103.0,4.0,2
12820,18,55,118.0,5.0,3
12820,18,99,118.0,5.0,2
12820,19,69,185.0,6.0,2
12820,19,71,185.0,6.0,2
12820,19,54,132.0,5.0,2
12820,19,53,132.0,5.0,2
38212,42,7,138.0,5.0,2
38212,42,2,128.0,5.0,3
38223,12,1,100.0,4.0,2
38223,15,4,90.0,4.0,2
38223,17,10,81.0,4.0,3
38232,16,7,52.0,2.0,2
