gush,chelka,sub_chelka,asset_area,room_num,distinct_sale_dates
6195,775,15,58.0,3.0,2
6195,775,6,58.0,3.0,2
6195,774,7,58.0,3.0,2
6195,790,5,63.0,3.0,2
6195,788,10,67.0,3.0,3
6195,787,13,63.0,3.0,2
6195,788,15,61.0,3.0,2
6195,788,13,63.0,3.0,2
6195,785,5,83.0,4.0,2
6195,791,9,83.0,4.0,2
6195,784,9,58.0,3.0,2
6195,792,11,83.0,4.0,3
6195,789,6,64.0,3.0,2
6195,802,4,99.0,4.0,2
6195,802,5,97.0,4.0,2
6195,798,18,72.0,3.0,2
6195,801,3,48.0,2.5,2
6195,807,3,67.0,3.0,2
6195,805,19,67.0,3.0,2
6195,804,21,66.0,3.0,2
6195,803,23,124.0,4.0,3
6195,805,22,66.0,3.0,2
6195,807,1,69.0,3.0,2
6195,804,5,66.0,3.0,2
6195,807,11,67.0,3.0,4
6195,804,24,65.0,3.0,2
6195,803,2,98.0,4.0,2
6195,804,15,65.0,3.0,2
6195,806,11,67.0,3.0,2
6195,803,8,80.0,3.0,2
6195,810,21,68.0,3.0,2
6195,808,24,66.0,4.0,2
6195,808,27,55.0,3.0,2
6195,810,4,66.0,3.0,2
6195,816,8,90.0,4.0,2
6196,28,28,50.0,2.5,3
6196,28,35,51.0,2.0,2
6196,35,2,65.0,3.5,2
6196,33,13,60.0,3.0,2
6196,35,4,57.0,3.0,2
6196,33,8,58.0,3.0,2
6196,41,7,75.0,4.0,2
6196,45,5,78.0,3.5,2
6196,41,7,74.0,4.0,2
6196,70,8,59.0,3.0,2
6196,71,18,30.0,1.0,2
6196,71,19,54.0,2.0,2
6196,141,18,58.0,2.0,2
6196,142,15,58.0,2.5,2
6196,153,55,66.0,3.0,3
6196,153,38,50.0,2.0,2
6196,153,46,66.0,3.0,3
6196,153,57,46.0,2.0,3
6196,153,34,58.0,3.0,2
6196,154,8,60.0,3.0,2
6196,175,17,58.0,3.0,2
6196,182,6,69.0,3.5,2
6196,186,3,55.0,2.5,2
6196,206,10,70.0,3.0,2
6196,207,4,54.0,2.0,2
6196,209,9,87.0,4.0,2
6196,229,10,64.0,3.0,2
6196,228,7,55.0,3.0,2
6196,247,2,56.0,2.0,2
6196,249,2,58.0,2.0,2
6196,251,5,57.0,3.0,2
6196,259,9,45.0,3.0,2
6196,268,8,75.0,3.0,2
6196,271,7,49.0,3.0,2
6196,273,10,49.0,3.0,2
6196,273,12,49.0,3.0,2
6196,272,8,49.0,3.0,3
6196,276,11,60.0,3.0,2
6196,282,7,48.0,3.0,2
6196,282,8,48.0,3.0,2
6196,286,7,48.0,3.0,2
6196,286,5,51.0,3.0,2
6196,286,10,52.0,3.0,2
6196,287,1,48.0,2.0,2
6196,287,10,51.0,3.0,3
6196,286,16,51.0,3.0,2
6196,287,7,48.0,3.0,2
6196,287,5,51.0,3.0,2
6196,292,10,56.0,3.0,3
6196,292,26,56.0,3.0,2
6196,292,20,58.0,3.0,2
6196,291,7,75.0,4.0,4
6196,293,12,36.0,2.0,3
6196,290,10,36.0,2.0,2
6196,293,14,50.0,2.0,2
6196,292,30,55.0,3.0,4
6196,296,7,62.0,3.0,2
6196,295,3,49.0,2.5,2
6196,297,13,49.0,3.0,2
6196,296,11,61.0,3.0,2
6196,298,17,95.0,5.0,2
6196,304,23,47.0,3.0,2
6196,304,6,48.0,3.0,2
6196,301,6,44.0,2.0,2
6196,304,18,48.0,3.0,2
6196,304,4,50.0,3.0,2
6196,301,3,54.0,3.0,2
6196,303,12,49.0,3.0,2
6196,301,2,43.0,3.0,2
6196,339,7,100.0,4.0,2
6196,339,7,75.0,3.0,3
6196,343,6,86.0,4.0,2
6196,390,3,129.0,6.0,2
6196,390,21,128.0,6.0,2
6196,390,14,129.0,6.0,2
6196,390,18,85.0,4.0,2
6196,390,13,123.0,5.0,2
6196,390,25,67.0,3.0,2
6196,390,17,67.0,3.0,2
6196,390,28,67.0,3.0,2
6196,390,7,130.0,6.0,2
6196,390,9,68.0,3.0,2
6196,390,27,110.0,5.0,2
6196,390,27,67.0,3.0,2
6196,390,4,123.0,6.0,2
6196,390,26,160.0,5.5,2
6196,390,20,125.0,6.0,2
6196,421,1,123.0,5.0,2
6196,421,3,85.0,4.0,2
6196,421,17,123.0,5.0,2
6196,421,4,85.0,4.0,2
6196,421,2,112.0,5.0,2
6196,421,29,179.0,6.5,2
6641,4,11,108.0,4.0,5
6641,4,32,99.0,4.0,4
6641,4,31,100.0,4.0,5
6641,4,24,119.0,5.0,3
6641,4,27,119.0,5.0,4
6641,4,23,119.0,5.0,4
6641,4,13,107.0,4.0,3
6641,4,18,106.0,4.0,7
6641,4,27,107.0,4.0,4
6641,4,29,100.0,4.0,3
6641,4,9,108.0,4.0,4
6641,4,4,126.0,5.0,4
6641,4,19,125.0,5.0,4
6641,4,23,107.0,4.0,4
6641,4,12,126.0,5.0,3
6641,4,2,100.0,4.0,2
6641,4,17,107.0,4.0,4
6641,4,13,108.0,4.0,2
6641,4,4,107.0,4.0,4
6641,4,2,86.0,3.0,2
6641,4,15,126.0,5.0,4
6641,4,5,105.0,4.0,3
6641,4,14,108.0,4.0,4
6641,4,17,106.0,4.0,4
6641,4,8,107.0,4.0,2
6641,4,16,108.0,4.0,6
6641,4,26,108.0,4.0,6
6641,4,22,106.0,4.0,6
6641,4,13,106.0,4.0,4
6641,4,26,98.0,4.0,2
6641,4,28,108.0,4.0,2
6641,4,24,108.0,4.0,3
6641,4,16,125.0,5.0,3
6641,4,11,127.0,5.0,4
6641,4,3,106.0,4.0,4
6641,4,9,106.0,4.0,5
6641,4,29,107.0,4.0,2
6641,4,19,107.0,4.0,5
6641,4,34,86.0,3.0,4
6641,4,14,106.0,4.0,6
6641,4,10,106.0,4.0,4
6641,4,18,108.0,4.0,2
6641,4,12,106.0,4.0,3
6641,4,28,99.0,4.0,3
6641,4,21,107.0,4.0,5
6641,4,5,86.0,3.0,4
6641,4,6,107.0,4.0,5
6641,4,30,86.0,3.0,2
6641,4,12,86.0,3.0,2
6641,4,24,106.0,4.0,2
6641,4,25,107.0,4.0,2
6641,4,17,94.0,3.0,2
6641,4,7,86.0,3.0,2
6641,4,20,119.0,5.0,3
6641,4,7,106.0,4.0,4
6641,4,6,105.0,4.0,3
6641,4,20,106.0,4.0,2
6641,4,22,86.0,3.0,2
6641,4,21,106.0,4.0,4
6641,4,33,100.0,4.0,2
6641,4,7,126.0,5.0,3
6641,4,15,94.0,3.0,3
6641,4,15,107.0,4.0,2
6641,4,25,98.0,4.0,4
6641,4,5,106.0,4.0,2
6641,4,20,86.0,3.0,4
6641,4,10,86.0,3.0,3
6641,4,25,86.0,3.0,4
6641,4,27,86.0,3.0,2
6641,4,32,86.0,3.0,2
6641,4,33,136.0,5.0,3
6641,4,35,133.0,5.0,3
6641,4,8,127.0,5.0,3
6641,4,8,106.0,4.0,2
6641,4,36,86.0,3.0,2
6641,4,29,138.0,5.0,4
6641,4,35,136.0,5.0,2
6641,4,1,100.0,4.0,3
6641,4,28,139.0,5.0,4
6641,4,2,119.0,5.0,2
6641,10,33,121.0,5.0,2
6641,10,22,128.0,5.0,2
6641,10,6,128.0,5.0,4
6641,10,44,100.0,4.0,2
6641,10,37,100.0,4.0,2
6641,10,4,128.0,5.0,2
6641,10,18,108.0,4.0,2
6641,10,28,107.0,4.0,3
6641,10,34,121.0,5.0,2
6641,10,36,121.0,5.0,3
6641,10,27,107.0,4.0,4
6641,10,10,107.0,4.0,3
6641,10,16,108.0,4.0,3
6641,10,28,128.0,5.0,2
6641,10,36,100.0,4.0,2
6641,10,30,128.0,5.0,3
6641,10,25,128.0,5.0,3
6641,10,21,108.0,4.0,4
6641,10,30,108.0,4.0,2
6641,10,39,100.0,4.0,3
6641,10,40,100.0,4.0,2
6641,10,27,128.0,5.0,2
6641,10,21,128.0,5.0,2
6641,10,31,128.0,5.0,3
6641,10,26,83.0,3.0,2
6641,10,29,84.0,3.0,2
6641,10,33,108.0,4.0,4
6641,10,23,83.0,3.0,2
6641,10,34,108.0,4.0,3
6641,10,7,128.0,5.0,3
6641,10,15,108.0,4.0,3
6641,10,9,107.0,4.0,4
6641,10,29,83.0,3.0,2
6641,10,22,108.0,4.0,3
6641,10,26,84.0,3.0,2
6641,10,24,128.0,5.0,3
6641,10,37,121.0,5.0,2
6641,10,5,83.0,3.0,2
6641,10,14,83.0,3.0,3
6641,10,3,100.0,4.0,2
6641,10,13,108.0,4.0,2
6641,10,2,83.0,3.0,4
6641,10,41,84.0,3.0,2
6641,10,17,84.0,3.0,2
6641,10,11,83.0,3.0,2
6641,10,4,100.0,4.0,2
6641,10,8,84.0,3.0,2
6641,10,38,84.0,3.0,2
6641,10,35,83.0,3.0,2
6641,10,8,83.0,3.0,3
6641,10,17,83.0,3.0,2
6641,10,20,83.0,3.0,3
6641,10,12,108.0,4.0,2
6641,10,32,84.0,3.0,2
6641,10,24,107.0,4.0,2
6641,10,14,84.0,3.0,2
6641,10,23,84.0,3.0,3
6641,10,32,83.0,3.0,2
6641,10,35,84.0,3.0,3
6641,10,1,100.0,4.0,2
6641,10,25,107.0,4.0,2
6641,10,11,84.0,3.0,3
6641,10,38,83.0,3.0,3
6641,10,20,84.0,3.0,2
6641,10,9,129.0,5.0,2
6641,10,10,129.0,5.0,2
6641,10,1,122.0,5.0,3
6641,11,25,128.0,5.0,4
6641,11,16,108.0,4.0,3
6641,11,30,128.0,5.0,4
6641,11,36,121.0,5.0,3
6641,11,40,100.0,4.0,3
6641,11,22,108.0,4.0,3
6641,11,10,107.0,4.0,4
6641,11,4,83.0,3.0,2
6641,11,9,107.0,4.0,3
6641,11,33,108.0,4.0,2
6641,11,39,100.0,4.0,4
6641,11,37,121.0,5.0,3
6641,11,44,100.0,4.0,4
6641,11,14,83.0,3.0,4
6641,11,11,84.0,3.0,4
6641,11,15,108.0,4.0,3
6641,11,27,107.0,4.0,4
6641,11,34,108.0,4.0,4
6641,11,45,100.0,4.0,3
6641,11,1,84.0,3.0,2
6641,11,8,83.0,3.0,4
6641,11,20,83.0,3.0,4
6641,11,24,128.0,5.0,4
6641,11,5,83.0,3.0,2
6641,11,26,83.0,3.0,3
6641,11,21,108.0,4.0,4
6641,11,18,129.0,5.0,4
6641,11,29,84.0,3.0,4
6641,11,2,84.0,3.0,2
6641,11,13,129.0,5.0,4
6641,11,19,129.0,5.0,4
6641,11,28,107.0,4.0,3
6641,11,31,128.0,5.0,4
6641,11,17,84.0,3.0,4
6641,11,23,84.0,3.0,4
6641,11,35,84.0,3.0,2
6641,11,41,84.0,3.0,4
6641,11,38,83.0,3.0,4
6641,11,32,83.0,3.0,2
6641,11,3,121.0,5.0,4
6641,11,42,135.0,5.0,4
6641,11,2,121.0,5.0,2
6641,11,6,128.0,5.0,4
6641,11,5,100.0,4.0,2
6641,11,12,129.0,5.0,3
6641,11,43,136.0,5.0,3
6641,11,7,128.0,5.0,4
6641,11,4,121.0,5.0,2
6641,11,1,100.0,4.0,2
6641,81,37,121.0,5.0,2
6641,81,13,129.0,5.0,2
6641,81,27,107.0,4.0,2
6641,81,16,108.0,4.0,2
6641,81,10,107.0,4.0,2
6641,81,22,108.0,4.0,2
6641,81,15,108.0,4.0,2
6641,81,18,129.0,5.0,2
6641,81,33,108.0,4.0,2
6641,81,11,84.0,3.0,2
6641,81,40,100.0,4.0,2
6641,81,44,100.0,4.0,2
6641,81,35,84.0,3.0,2
6641,81,31,128.0,5.0,2
6641,81,39,100.0,4.0,2
6641,81,25,128.0,5.0,2
6641,81,23,84.0,3.0,2
6641,81,19,129.0,5.0,2
6641,81,30,128.0,5.0,2
6641,81,38,83.0,3.0,2
6641,81,28,107.0,4.0,2
6641,81,29,84.0,3.0,2
6641,81,9,107.0,4.0,2
6641,81,12,129.0,5.0,2
6641,81,34,108.0,4.0,2
6641,81,32,83.0,3.0,2
6641,81,8,83.0,3.0,2
6641,81,26,83.0,3.0,2
6641,81,14,83.0,3.0,2
6641,81,20,83.0,3.0,2
6641,81,42,159.0,5.0,2
6641,81,2,187.0,7.0,2
6641,88,14,83.0,3.0,5
6641,88,22,128.0,5.0,3
6641,88,34,121.0,5.0,3
6641,88,19,129.0,5.0,3
6641,88,18,129.0,5.0,5
6641,88,37,121.0,5.0,5
6641,88,10,107.0,4.0,5
6641,88,16,129.0,5.0,3
6641,88,25,107.0,4.0,3
6641,88,25,128.0,5.0,5
6641,88,36,121.0,5.0,4
6641,88,30,108.0,4.0,2
6641,88,15,108.0,4.0,3
6641,88,40,100.0,4.0,4
6641,88,27,107.0,4.0,4
6641,88,31,128.0,5.0,5
6641,88,16,108.0,4.0,4
6641,88,21,128.0,5.0,2
6641,88,39,100.0,4.0,4
6641,88,26,83.0,3.0,6
6641,88,30,128.0,5.0,4
6641,88,41,100.0,4.0,2
6641,88,13,108.0,4.0,3
6641,88,18,108.0,4.0,2
6641,88,28,128.0,5.0,3
6641,88,4,83.0,3.0,2
6641,88,28,107.0,4.0,5
6641,88,34,108.0,4.0,4
6641,88,23,83.0,3.0,2
6641,88,21,108.0,4.0,4
6641,88,44,100.0,4.0,4
6641,88,14,84.0,3.0,2
6641,88,29,84.0,3.0,2
6641,88,42,100.0,4.0,3
6641,88,45,100.0,4.0,4
6641,88,26,84.0,3.0,2
6641,88,11,84.0,3.0,5
6641,88,33,108.0,4.0,5
6641,88,23,84.0,3.0,5
6641,88,5,83.0,3.0,2
6641,88,31,108.0,4.0,3
6641,88,29,83.0,3.0,2
6641,88,32,83.0,3.0,4
6641,88,35,84.0,3.0,4
6641,88,8,83.0,3.0,4
6641,88,41,84.0,3.0,4
6641,88,35,83.0,3.0,2
6641,88,19,108.0,4.0,3
6641,88,36,100.0,4.0,2
6641,88,2,83.0,3.0,3
6641,88,8,84.0,3.0,2
6641,88,20,83.0,3.0,5
6641,88,17,84.0,3.0,5
6641,88,15,129.0,5.0,2
6641,88,33,121.0,5.0,2
6641,88,22,108.0,4.0,5
6641,88,17,83.0,3.0,2
6641,88,38,83.0,3.0,5
6641,88,24,128.0,5.0,3
6641,88,9,107.0,4.0,5
6641,88,24,107.0,4.0,2
6641,88,20,84.0,3.0,2
6641,88,11,83.0,3.0,2
6641,88,37,100.0,4.0,3
6641,88,32,84.0,3.0,2
6641,88,5,84.0,3.0,4
6641,88,38,84.0,3.0,2
6641,88,12,129.0,5.0,3
6641,88,13,129.0,5.0,3
6641,88,4,128.0,5.0,2
6641,194,23,137.0,5.0,2
6641,194,28,84.0,3.0,5
6641,194,36,128.0,5.0,3
6641,194,14,112.0,4.0,3
6641,194,26,113.0,4.0,4
6641,194,10,84.0,3.0,4
6641,194,44,104.0,4.0,4
6641,194,4,84.0,3.0,5
6641,194,25,83.0,3.0,6
6641,194,43,104.0,4.0,2
6641,194,7,83.0,3.0,5
6641,194,32,113.0,4.0,4
6641,194,20,112.0,4.0,4
6641,194,27,113.0,4.0,3
6641,194,21,112.0,4.0,3
6641,194,39,104.0,4.0,5
6641,194,40,84.0,3.0,5
6641,194,33,113.0,4.0,2
6641,194,1,84.0,3.0,2
6641,194,16,84.0,3.0,6
6641,194,38,104.0,4.0,3
6641,194,13,83.0,3.0,4
6641,194,35,128.0,5.0,3
6641,194,15,112.0,4.0,4
6641,194,22,84.0,3.0,4
6641,194,37,83.0,3.0,6
6641,194,34,84.0,3.0,2
6641,194,31,83.0,3.0,5
6641,194,19,83.0,3.0,4
6641,194,1,83.0,3.0,3
6641,194,42,155.0,5.0,2
6641,194,2,104.0,4.0,2
6641,196,33,113.0,4.0,2
6641,196,46,84.0,3.0,2
6641,196,37,137.0,5.0,2
6641,196,27,112.0,4.0,3
6641,196,13,135.0,5.0,2
6641,196,50,104.0,4.0,3
6641,196,39,113.0,4.0,2
6641,196,18,135.0,5.0,2
6641,196,34,113.0,4.0,2
6641,196,23,136.0,5.0,2
6641,196,44,104.0,4.0,2
6641,196,32,113.0,4.0,2
6641,196,26,112.0,4.0,2
6641,196,24,136.0,5.0,3
6641,196,1,84.0,3.0,3
6641,196,40,84.0,3.0,2
6641,196,35,137.0,5.0,2
6641,196,36,137.0,5.0,3
6641,196,15,113.0,4.0,3
6641,196,19,135.0,5.0,2
6641,196,46,104.0,4.0,2
6641,196,40,113.0,4.0,2
6641,196,45,104.0,4.0,3
6641,196,13,83.0,3.0,2
6641,196,38,113.0,4.0,2
6641,196,5,84.0,3.0,3
6641,196,2,84.0,3.0,3
6641,196,25,136.0,5.0,2
6641,196,51,104.0,4.0,2
6641,196,6,84.0,3.0,2
6641,196,43,83.0,3.0,2
6641,196,28,84.0,3.0,2
6641,196,43,128.0,5.0,2
6641,197,19,97.0,4.0,2
6641,197,16,94.0,4.0,2
6641,197,9,84.0,3.0,2
6641,197,20,94.0,4.0,2
6641,197,9,94.0,4.0,2
6641,197,12,94.0,4.0,2
6641,197,23,97.0,4.0,2
6641,197,8,94.0,4.0,2
6641,197,2,94.0,4.0,2
6641,197,1,76.0,3.0,2
6641,197,5,84.0,3.0,2
6641,197,17,94.0,4.0,2
6641,197,21,94.0,4.0,2
6641,197,4,85.0,4.0,2
6641,197,4,94.0,4.0,2
6641,197,20,85.0,4.0,2
6641,197,8,85.0,4.0,2
6641,197,18,97.0,4.0,2
6641,197,3,94.0,4.0,2
6641,197,15,97.0,4.0,2
6641,197,17,84.0,3.0,2
6641,197,14,84.0,3.0,2
6641,197,5,94.0,4.0,2
6641,197,12,85.0,4.0,2
6641,197,11,102.0,5.0,2
6641,197,15,102.0,5.0,2
6641,197,16,85.0,4.0,2
6641,197,21,84.0,3.0,2
6641,197,13,94.0,4.0,2
6641,197,22,97.0,4.0,2
6641,197,22,84.0,3.0,2
6641,197,18,83.0,3.0,2
6641,197,25,169.0,7.0,2
6641,197,11,97.0,4.0,2
6641,197,7,97.0,4.0,2
6641,197,3,84.0,3.0,2
6641,197,10,83.0,3.0,2
6641,197,6,97.0,4.0,2
6641,199,23,82.0,3.0,2
6641,199,11,82.0,3.0,3
6641,199,24,105.0,5.0,3
6641,199,26,82.0,3.0,2
6641,199,14,82.0,3.0,2
6641,199,15,82.0,3.0,3
6641,199,19,82.0,3.0,3
6641,199,7,82.0,3.0,3
6641,199,3,82.0,3.0,3
6641,199,6,82.0,3.0,2
6641,199,21,105.0,5.0,2
6790,3,30,63.0,3.0,2
6790,3,23,65.0,3.0,3
6790,3,21,63.0,3.0,2
6790,3,53,63.0,3.0,2
6790,3,14,63.0,3.0,2
6790,3,43,65.0,3.0,3
6790,3,51,65.0,3.0,2
6790,3,24,65.0,3.0,2
6790,3,13,63.0,3.0,2
6790,4,44,65.0,3.0,2
6790,4,28,65.0,3.0,2
6790,4,21,65.0,3.0,2
6790,4,30,63.0,3.0,2
6790,4,32,65.0,3.0,2
6790,4,7,67.0,3.0,2
6790,5,40,65.0,3.0,2
6790,5,31,63.0,3.0,2
6790,5,33,68.0,3.0,2
6790,5,45,65.0,3.0,3
6790,7,11,62.0,3.0,2
6790,10,12,64.0,3.0,2
6790,11,10,43.0,2.0,3
6790,11,15,43.0,2.0,2
6790,20,11,66.0,3.0,3
6790,11,13,43.0,2.0,2
6790,19,14,84.0,3.0,3
6790,23,103,125.0,5.0,3
6790,23,4,89.0,5.0,2
6790,23,18,89.0,5.0,2
6790,23,16,125.0,5.0,2
6790,23,22,125.0,5.0,2
6790,23,12,89.0,5.0,2
6790,23,25,91.0,5.0,2
6790,23,24,90.0,5.0,2
6790,23,29,89.0,5.0,2
6790,23,23,90.0,5.0,2
6790,23,1,90.0,5.0,5
6790,23,19,90.0,5.0,2
6790,23,2,112.0,5.0,2
6790,23,15,89.0,5.0,2
6790,23,5,89.0,5.0,2
6790,23,3,89.0,5.0,3
6790,23,1,89.0,5.0,2
6790,23,6,89.0,5.0,2
6790,64,5,66.0,3.0,2
6790,64,9,66.0,3.0,2
6790,66,23,74.0,4.0,2
7361,5,9,49.0,3.0,3
7361,5,15,49.0,3.0,3
7361,3,5,49.0,3.0,2
7361,6,34,57.0,3.0,2
7361,8,11,36.0,2.0,3
7361,10,10,45.0,2.0,2
7361,10,15,44.0,2.0,2
7361,12,12,83.0,4.0,2
7361,11,11,49.0,3.0,2
7361,11,2,75.0,3.0,2
7361,12,14,55.0,3.0,2
7361,14,17,63.0,3.0,4
7361,14,21,62.0,3.0,2
7361,14,24,62.0,3.0,3
7361,14,32,60.0,3.0,2
7361,16,13,44.0,3.0,3
7361,16,11,44.0,2.5,2
7361,16,22,44.0,3.0,3
7361,16,23,44.0,2.5,2
7361,16,31,47.0,4.0,2
7361,17,32,44.0,3.0,2
7361,17,18,44.0,2.5,2
7361,17,5,44.0,2.5,3
7361,18,24,44.0,3.0,2
7361,18,4,44.0,3.0,2
7361,18,12,44.0,2.5,2
7361,18,13,44.0,2.5,2
7361,18,36,68.0,4.0,2
7361,21,2,76.0,3.0,2
7361,21,1,95.0,4.0,2
7361,21,3,89.0,4.0,2
7361,23,19,90.0,4.0,2
7361,23,12,100.0,4.0,2
7361,23,23,100.0,4.0,2
7361,24,19,71.0,3.0,2
7361,24,12,62.0,4.0,2
7361,30,4,35.0,2.0,2
7361,30,11,70.0,4.0,2
7361,30,7,70.0,3.0,2
7361,31,9,75.0,3.0,2
7361,32,14,36.0,2.0,3
7361,32,11,36.0,2.0,2
7361,31,4,36.0,3.0,2
7361,32,6,40.0,2.0,2
7361,32,11,35.0,2.0,2
7361,31,12,36.0,2.0,2
7361,32,4,36.0,2.0,2
7361,31,5,50.0,3.0,2
7361,34,12,41.0,2.0,2
7361,37,10,38.0,2.0,3
7361,37,13,50.0,2.0,2
7361,37,7,39.0,2.0,3
7361,42,14,63.0,3.0,2
7361,42,8,63.0,3.0,2
7361,42,16,63.0,3.0,4
7361,52,22,38.0,2.0,4
7361,52,32,38.0,2.0,3
7361,53,24,45.0,2.5,2
7361,52,25,38.0,2.0,2
7361,53,23,45.0,2.0,2
7361,52,30,45.0,2.0,2
7361,55,11,44.0,2.5,2
7361,54,13,57.0,3.0,3
7361,54,23,57.0,3.0,3
7361,54,21,57.0,3.0,2
7361,55,7,44.0,2.0,2
7361,54,24,57.0,3.0,2
7361,54,8,57.0,3.0,2
7361,54,5,57.0,3.0,3
7361,63,5,44.0,2.5,2
7361,63,10,69.0,3.5,2
7361,64,13,44.0,2.5,2
7361,68,32,60.0,3.0,2
7361,66,17,68.0,4.0,3
7361,68,13,63.0,3.0,2
7361,68,17,60.0,3.0,2
7361,68,49,60.0,3.0,2
7361,68,36,64.0,3.0,3
7361,68,42,64.0,3.0,2
7361,68,12,60.0,3.0,2
7361,68,50,64.0,3.0,2
7361,68,28,63.0,3.0,2
7361,68,48,68.0,3.0,2
7361,72,10,35.0,2.0,2
7361,71,10,31.0,2.0,4
7361,71,16,31.0,2.0,4
7361,71,7,31.0,2.0,2
7361,73,16,31.0,2.0,3
7361,76,6,43.0,2.0,2
7361,83,2,65.0,3.0,2
7361,84,9,65.0,3.0,2
7361,81,6,62.0,3.0,2
7361,84,10,65.0,3.0,2
7361,81,15,62.0,3.0,2
7361,87,32,38.0,2.0,2
7361,85,6,62.0,3.0,2
7361,88,10,38.0,3.0,2
7361,92,9,76.0,4.0,2
7361,92,1,61.0,3.0,2
7361,95,11,52.0,3.0,2
7361,146,24,87.0,4.0,2
7361,146,10,104.0,4.0,2
7361,146,6,103.0,4.0,2
7361,146,5,103.0,4.0,2
7361,169,2,121.0,4.0,2
7361,169,2,120.0,4.0,3
7361,169,2,116.0,4.0,2
7361,169,3,118.0,4.0,2
7361,169,2,114.0,4.0,2
7361,169,3,117.0,4.0,2
7361,169,3,116.0,4.0,2
7361,169,16,94.0,4.0,2
7361,189,5,89.0,4.0,2
7361,189,19,89.0,4.0,2
7361,189,7,89.0,4.0,2
7361,189,21,89.0,4.0,2
7361,189,9,89.0,4.0,2
7361,189,23,89.0,4.0,2
7361,189,24,89.0,4.0,2
6189,1085,15,130.0,5.0,2
6189,1094,7,88.0,3.0,2
6427,525,48,94.0,4.0,2
6436,93,8,122.0,4.0,2
7603,75,4,79.0,4.0,2
6437,158,11,189.0,6.0,2
7601,70,10,49.0,2.0,2
6426,54,3,74.0,3.5,2
6426,54,12,74.0,3.5,2
6426,54,10,85.0,4.0,2
6426,45,11,69.0,3.0,2
6426,45,9,69.0,3.0,2
6426,78,9,65.0,3.0,2
6426,62,18,87.0,4.0,3
6426,78,7,64.0,3.0,2
6426,76,7,99.0,4.0,2
6426,78,4,92.0,3.0,2
6426,71,10,94.0,5.0,2
6426,62,9,88.0,4.0,2
6426,61,2,95.0,4.0,2
6426,83,3,104.0,5.0,2
6426,99,8,81.0,3.5,2
6426,99,2,108.0,4.0,2
6426,138,5,87.0,4.0,2
6426,138,7,87.0,4.0,2
6426,136,5,95.0,4.0,2
6426,151,17,89.0,3.5,2
6426,151,5,89.0,3.5,2
6426,164,8,75.0,4.0,2
6426,169,5,65.0,3.5,2
6426,177,2,85.0,4.0,2
6426,170,10,67.0,3.0,2
6426,170,3,67.0,3.0,3
6426,170,12,67.0,3.0,2
6426,177,6,85.0,4.0,2
6426,170,11,67.0,3.0,2
6426,170,9,67.0,3.0,2
6426,170,8,67.0,3.0,2
6426,178,12,114.0,5.0,2
6426,207,15,70.0,3.0,2
6426,200,11,64.0,3.0,2
6426,202,1,103.0,4.0,2
6426,200,5,62.0,3.0,2
6426,209,10,93.0,4.0,2
6426,234,2,68.0,3.0,2
6426,232,5,81.0,3.0,2
6426,251,1,84.0,4.0,2
6426,251,11,66.0,3.0,2
6426,252,4,88.0,4.0,2
6426,255,26,74.0,3.0,2
6426,264,8,83.0,4.0,3
6426,284,10,82.0,3.0,2
6426,282,3,91.0,4.0,2
6426,279,2,96.0,4.0,2
6426,281,6,63.0,3.0,2
6426,325,35,80.0,3.0,2
6426,316,7,90.0,4.0,2
6426,316,12,72.0,3.0,2
6426,322,10,75.0,3.5,2
6426,320,10,65.0,3.0,2
6426,316,6,65.0,3.0,2
6426,316,8,91.0,4.0,2
6426,357,13,59.0,3.0,2
6426,355,17,74.0,3.0,2
6426,355,14,68.0,3.0,2
6426,354,6,70.0,3.0,2
6426,355,16,67.0,3.0,2
6426,355,8,68.0,3.0,3
6426,380,5,81.0,4.0,2
6426,379,2,53.0,3.0,2
6426,379,3,70.0,4.0,2
6426,445,13,87.0,4.0,2
6426,454,16,81.0,3.0,3
6426,452,2,61.0,3.0,2
6426,459,7,118.0,5.0,2
6426,452,5,70.0,3.0,2
6426,459,4,99.0,4.0,3
6426,452,7,67.0,3.5,2
6426,452,10,66.0,3.0,2
6426,467,7,79.0,4.0,2
6426,466,2,108.0,5.0,2
6426,478,10,65.0,3.0,2
6426,477,7,86.0,4.0,3
6426,483,11,61.0,3.0,2
6426,520,4,45.0,2.5,2
6426,521,2,45.0,2.0,2
6426,546,1,120.0,4.0,2
6426,549,3,140.0,5.0,2
6426,567,28,41.0,3.0,2
6426,567,3,114.0,4.0,6
6426,567,3,132.0,5.0,8
6426,567,3,134.0,5.0,5
6426,567,2,121.0,4.0,5
6426,567,3,135.0,5.0,3
6426,567,2,120.0,4.0,2
6426,567,3,125.0,5.0,4
6426,567,2,100.0,4.0,4
6426,567,2,115.0,4.0,2
6426,567,2,116.0,4.0,3
6426,567,3,147.0,5.0,3
6426,567,2,125.0,5.0,3
6426,567,1,100.0,4.0,4
6426,567,1,121.0,4.0,2
6426,567,1,134.0,5.0,2
6426,567,1,133.0,4.0,2
6426,567,1,116.0,4.0,2
6426,576,18,41.0,3.0,2
6426,586,13,63.0,3.0,2
6426,589,4,58.0,3.0,2
6426,593,7,65.0,3.0,2
6426,589,2,58.0,3.0,2
6426,593,15,52.0,3.0,2
6426,605,6,88.0,4.0,2
6426,599,9,67.0,3.0,2
6426,605,3,88.0,4.0,2
