match_definition,city,_property_key,rows,unique_sale_dates,first_date,last_date
parcel_unit_like,ירושלים,ירושלים|4024-417|56.4||1.0|דירה בבית קומות|1960.0,2,2,2014-10-01,2015-05-07
parcel_unit_like,ירושלים,ירושלים|4024-417|56.4||2.0|דירה בבית קומות|1960.0,3,3,2012-09-13,2022-07-18
parcel_unit_like,ירושלים,ירושלים|4024-417|56.4||3.0|דירה בבית קומות|1960.0,3,3,2012-10-21,2022-04-11
parcel_unit_like,ירושלים,ירושלים|4024-418|56.4||3.0|דירה בבית קומות|1960.0,3,3,2005-02-27,2014-07-28
parcel_unit_like,ירושלים,ירושלים|4024-419|56.4||1.0|דירה בבית קומות|1970.0,4,4,2005-01-28,2013-06-04
parcel_unit_like,ירושלים,ירושלים|4024-419|56.4||2.0|דירה בבית קומות|1970.0,5,5,2006-01-22,2023-03-16
parcel_unit_like,ירושלים,ירושלים|4024-419|56.4||3.0|דירה בבית קומות|1970.0,4,4,2020-07-05,2023-08-30
parcel_unit_like,ירושלים,ירושלים|4024-420|56.4||1.0|דירה בבית קומות|1960.0,6,6,2013-02-17,2022-07-03
parcel_unit_like,ירושלים,ירושלים|4024-420|56.4||3.0|דירה בבית קומות|1960.0,3,3,2005-01-16,2014-07-07
parcel_unit_like,ירושלים,ירושלים|4024-428|46.1||1.0|דירה בבית קומות|1970.0,8,8,2011-07-14,2022-05-23
parcel_unit_like,ירושלים,ירושלים|4024-428|46.1||2.0|דירה בבית קומות|1970.0,6,5,2008-07-24,2023-07-02
parcel_unit_like,ירושלים,ירושלים|4024-428|46.1||3.0|דירה בבית קומות|1970.0,8,8,2008-04-01,2021-09-19
parcel_unit_like,ירושלים,ירושלים|4024-428|46.1||4.0|דירה בבית קומות|1970.0,4,4,2014-11-13,2022-07-28
parcel_unit_like,ירושלים,ירושלים|4024-428|46.1||4.0|לא צויין סוג|1970.0,2,2,2002-04-10,2003-09-10
parcel_unit_like,ירושלים,ירושלים|4241-334|66.07||1.0|דירה בבית קומות|2021.0,2,2,2015-08-31,2022-08-08
parcel_unit_like,ירושלים,ירושלים|4241-334|66.07||3.0|דירה בבית קומות|2021.0,2,2,2022-05-26,2023-01-19
parcel_unit_like,ירושלים,ירושלים|6324-141|37.52||1.0|דירה בבית קומות|1950.0,2,2,2017-03-08,2023-05-24
parcel_unit_like,ירושלים,ירושלים|6324-175|87.5||2.0|דירה בבית קומות|1994.0,2,2,2011-05-03,2019-11-17
parcel_unit_like,כפר סבא,כפר סבא|6426-1021|113.5||4.0|דירה בבית קומות|2005.0,2,2,2005-08-21,2016-07-14
parcel_unit_like,כפר סבא,כפר סבא|6426-1021|96.0||1.0|דירה בבית קומות|2005.0,4,4,2005-03-24,2006-11-30
parcel_unit_like,כפר סבא,כפר סבא|6426-1021|96.0||3.0|דירה בבית קומות|2005.0,4,4,2004-12-09,2018-03-05
parcel_unit_like,כפר סבא,כפר סבא|6426-1035|109.0||1.0|דירה בבית קומות|2010.0,2,2,2010-05-24,2021-01-07
parcel_unit_like,כפר סבא,כפר סבא|6426-1035|109.0||2.0|דירה בבית קומות|2010.0,2,2,2010-08-19,2017-04-04
parcel_unit_like,כפר סבא,כפר סבא|6426-1035|109.0||3.0|דירה בבית קומות|2010.0,2,2,2010-09-16,2010-10-07
parcel_unit_like,כפר סבא,כפר סבא|6426-1050|120.0|||דירה|2014.0,2,2,2014-08-20,2014-08-31
parcel_unit_like,כפר סבא,כפר סבא|6426-1051|103.12||1.0|דירה בבית קומות|1999.0,2,2,2015-01-28,2015-07-02
parcel_unit_like,כפר סבא,כפר סבא|6426-1051|80.97||2.0|דירה בבית קומות|1999.0,2,2,2014-05-01,2019-04-25
parcel_unit_like,כפר סבא,כפר סבא|6426-1072|133.0||1.0|דירה בבית קומות|1960.0,2,2,2017-01-12,2017-04-02
parcel_unit_like,כפר סבא,כפר סבא|6426-1072|133.0||2.0|דירה בבית קומות|1960.0,4,4,2016-07-05,2019-09-03
parcel_unit_like,כפר סבא,כפר סבא|6426-1072|133.0||3.0|דירה בבית קומות|1960.0,3,3,2016-06-24,2016-08-22
parcel_unit_like,כפר סבא,כפר סבא|6426-1072|133.0||4.0|דירה בבית קומות|1960.0,2,2,2016-06-22,2016-06-26
parcel_unit_like,כפר סבא,כפר סבא|6426-1072|229.0||7.0|דירה בבית קומות|1960.0,2,2,2017-12-31,2018-02-25
parcel_unit_like,כפר סבא,כפר סבא|6426-1077|87.0||5.0|דירה בבית קומות|2018.0,2,2,2018-05-30,2019-11-22
parcel_unit_like,כפר סבא,כפר סבא|6426-136|95.3||1.0|דירה בבית קומות|1970.0,2,2,2010-10-07,2024-08-14
parcel_unit_like,כפר סבא,כפר סבא|6426-138|87.6||2.0|לא צויין סוג|1982.0,2,2,2000-09-17,2003-06-09
parcel_unit_like,כפר סבא,כפר סבא|6426-164|114.0||5.0|דירה בבית קומות|2016.0,2,2,2016-01-28,2016-02-17
parcel_unit_like,כפר סבא,כפר סבא|6426-170|67.0||2.0|דירה בבית קומות|2027.0,4,4,2008-09-28,2024-02-21
parcel_unit_like,כפר סבא,כפר סבא|6426-170|67.0||3.0|דירה בבית קומות|2027.0,4,4,2018-07-24,2023-01-16
parcel_unit_like,כפר סבא,כפר סבא|6426-177|85.0||2.0|דירה בבית קומות|1973.0,2,2,2013-11-28,2018-01-25
parcel_unit_like,כפר סבא,כפר סבא|6426-187|113.46||5.0|דירה בבית קומות|1980.0,3,3,2006-01-12,2024-03-13
parcel_unit_like,כפר סבא,כפר סבא|6426-210|93.94||2.0|דירה בבית קומות|1970.0,4,2,2020-05-26,2021-12-09
parcel_unit_like,כפר סבא,כפר סבא|6426-210|93.94||4.0|דירה בבית קומות|1970.0,4,2,2004-04-28,2010-07-27
parcel_unit_like,כפר סבא,כפר סבא|6426-234|130.0||6.0|דירה בבית קומות|2021.0,3,3,2021-04-18,2022-02-20
parcel_unit_like,כפר סבא,כפר סבא|6426-234|68.0||1.0|דירה בבית קומות|1970.0,2,2,2002-07-11,2008-02-25
parcel_unit_like,כפר סבא,כפר סבא|6426-234|95.0||4.0|דירה בבית קומות|2021.0,2,2,2021-04-13,2023-08-27
parcel_unit_like,כפר סבא,כפר סבא|6426-251|50.0||5.0|דירה בבית קומות|2021.0,4,2,2021-04-26,2021-10-03
parcel_unit_like,כפר סבא,כפר סבא|6426-251|66.0||4.0|דירה בבית קומות|2021.0,4,2,2009-05-28,2012-08-30
parcel_unit_like,כפר סבא,כפר סבא|6426-251|93.0||5.0|דירה בבית קומות|2021.0,4,2,2021-05-25,2023-07-13
parcel_unit_like,כפר סבא,כפר סבא|6426-251|93.0||5.0|לא צויין סוג|2021.0,6,3,2021-05-23,2023-07-12
parcel_unit_like,כפר סבא,כפר סבא|6426-251|93.0||7.0|לא צויין סוג|2021.0,4,2,2022-02-14,2022-02-15
parcel_unit_like,כפר סבא,כפר סבא|6426-252|88.5||1.0|דירה בבית קומות|1970.0,6,3,2014-09-23,2023-12-17
parcel_unit_like,כפר סבא,כפר סבא|6426-279|96.21||3.0|דירה בבית קומות|1983.0,2,2,2020-09-06,2023-01-01
parcel_unit_like,כפר סבא,כפר סבא|6426-295|53.2||3.0|דירה בבית קומות|1960.0,2,2,2007-08-26,2013-10-13
parcel_unit_like,כפר סבא,כפר סבא|6426-295|60.45||3.0|דירה בבית קומות|1960.0,2,2,2005-08-22,2020-08-02
parcel_unit_like,כפר סבא,כפר סבא|6426-296|74.0||3.0|דירה בבית קומות|1970.0,2,2,2007-03-05,2016-07-10
parcel_unit_like,כפר סבא,כפר סבא|6426-309|114.09||1.0|דירה בבית קומות|1980.0,2,2,2019-05-21,2022-02-28
parcel_unit_like,כפר סבא,כפר סבא|6426-313|64.2||2.0|דירה בבית קומות|1965.0,2,2,2006-02-13,2007-08-20
parcel_unit_like,כפר סבא,כפר סבא|6426-320|65.0||4.0|דירה בבית קומות|1965.0,4,2,2010-02-04,2024-08-26
parcel_unit_like,כפר סבא,כפר סבא|6426-417|66.9||1.0|דירה בבית קומות|1970.0,8,4,2010-02-15,2022-03-08
parcel_unit_like,כפר סבא,כפר סבא|6426-417|66.9||1.0|לא צויין סוג|1970.0,4,2,2002-03-12,2003-06-10
parcel_unit_like,כפר סבא,כפר סבא|6426-417|66.9||2.0|דירה בבית קומות|1970.0,10,5,2009-08-25,2021-10-31
parcel_unit_like,כפר סבא,כפר סבא|6426-417|66.9||3.0|דירה בבית קומות|1970.0,4,2,2008-02-24,2018-12-31
parcel_unit_like,כפר סבא,כפר סבא|6426-417|66.9||3.0|לא צויין סוג|1970.0,4,2,2001-06-25,2002-05-27
parcel_unit_like,כפר סבא,כפר סבא|6426-417|66.9||4.0|דירה בבית קומות|1970.0,6,3,2010-09-21,2022-01-28
parcel_unit_like,כפר סבא,כפר סבא|6426-483|88.0||2.0|דירה בבית קומות|2022.0,2,2,2007-03-09,2019-03-28
parcel_unit_like,כפר סבא,כפר סבא|6426-577|41.1||2.0|דירה בבית קומות|1960.0,2,2,2006-11-05,2017-10-18
parcel_unit_like,כפר סבא,כפר סבא|6426-602|82.3||3.0|דירה בבית קומות|1970.0,4,2,2008-01-02,2010-11-01
parcel_unit_like,כפר סבא,כפר סבא|6426-602|82.3||6.0|דירה בבית קומות|1970.0,4,2,2009-11-26,2015-06-14
parcel_unit_like,כפר סבא,כפר סבא|6426-613|56.4||1.0|דירה בבית קומות|1970.0,2,2,2010-04-29,2012-06-12
parcel_unit_like,כפר סבא,כפר סבא|6426-613|56.4||1.0|לא צויין סוג|1970.0,2,2,2000-03-09,2003-08-05
parcel_unit_like,כפר סבא,כפר סבא|6426-621|70.09||1.0|דירה בבית קומות|1970.0,2,2,2004-06-17,2007-06-28
parcel_unit_like,כפר סבא,כפר סבא|6426-627|103.0||5.0|דירה|2024.0,2,2,2021-04-19,2021-06-22
parcel_unit_like,כפר סבא,כפר סבא|6426-627|77.0||4.0|דירה בבית קומות|2024.0,2,2,2017-01-25,2020-03-11
parcel_unit_like,כפר סבא,כפר סבא|6426-627|94.0||4.0|דירה|2024.0,2,2,2021-04-26,2021-07-27
parcel_unit_like,כפר סבא,כפר סבא|6426-627||||מחסנים|2024.0,2,2,2021-07-01,2021-07-04
parcel_unit_like,כפר סבא,כפר סבא|6426-62|87.4||5.0|דירה בבית קומות|1977.0,2,2,2008-02-13,2019-04-15
parcel_unit_like,כפר סבא,כפר סבא|6426-62|88.1||2.0|דירה בבית קומות|1977.0,2,2,2011-11-06,2012-01-23
parcel_unit_like,כפר סבא,כפר סבא|6426-647|122.49|||דירה בבית קומות|1980.0,2,2,2014-09-21,2019-05-27
parcel_unit_like,כפר סבא,כפר סבא|6426-648|117.0||2.0|דירה בבית קומות|1980.0,2,2,2011-03-18,2017-01-22
parcel_unit_like,כפר סבא,כפר סבא|6426-659|104.7||7.0|דירה בבית קומות|1970.0,2,2,2005-02-24,2018-05-21
parcel_unit_like,כפר סבא,כפר סבא|6426-659|104.7||8.0|דירה בבית קומות|1970.0,2,2,2017-11-05,2018-01-22
parcel_unit_like,כפר סבא,כפר סבא|6426-659|105.8||5.0|דירה בבית קומות|1970.0,2,2,2006-12-17,2021-08-25
parcel_unit_like,כפר סבא,כפר סבא|6426-660|105.23||3.0|לא צויין סוג|1991.0,2,2,2000-06-27,2001-08-16
parcel_unit_like,כפר סבא,כפר סבא|6426-667|103.02||2.0|דירה בבית קומות|1985.0,2,2,2017-05-08,2021-05-25
parcel_unit_like,כפר סבא,כפר סבא|6426-669|119.3||5.0|דירה בבית קומות|1987.0,2,2,2010-03-01,2019-05-29
parcel_unit_like,כפר סבא,כפר סבא|6426-669|96.21||2.0|דירה בבית קומות|1987.0,2,2,2016-08-28,2019-01-23
parcel_unit_like,כפר סבא,כפר סבא|6426-66|101.47||3.0|לא צויין סוג|1970.0,2,2,1999-09-02,2002-01-20
parcel_unit_like,כפר סבא,כפר סבא|6426-670|114.0||1.0|דירה בבית קומות|1991.0,2,2,2013-07-17,2014-08-28
parcel_unit_like,כפר סבא,כפר סבא|6426-670|114.0||2.0|דירה בבית קומות|1991.0,2,2,2011-07-26,2015-05-11
parcel_unit_like,כפר סבא,כפר סבא|6426-670|114.0||5.0|דירה בבית קומות|1991.0,2,2,2009-07-31,2012-05-10
parcel_unit_like,כפר סבא,כפר סבא|6426-678|96.5||2.0|דירה בבית קומות|1983.0,2,2,2013-04-25,2018-12-25
parcel_unit_like,כפר סבא,כפר סבא|6426-678|96.5||3.0|דירה בבית קומות|1983.0,3,3,2009-06-07,2019-11-17
parcel_unit_like,כפר סבא,כפר סבא|6426-690|95.5||2.0|דירה בבית קומות|1980.0,2,2,2008-05-14,2018-11-28
parcel_unit_like,כפר סבא,כפר סבא|6426-692|95.33||2.0|דירה בבית קומות|1980.0,2,2,2012-12-06,2015-03-31
parcel_unit_like,כפר סבא,כפר סבא|6426-698|100.0||1.0|דירה בבית קומות|1960.0,2,2,2021-04-26,2021-09-02
parcel_unit_like,כפר סבא,כפר סבא|6426-701|93.12||2.0|דירה בבית קומות|1980.0,2,2,2017-07-06,2023-07-09
parcel_unit_like,כפר סבא,כפר סבא|6426-710|92.5||3.0|דירה בבית קומות|1982.0,2,2,2012-08-23,2019-06-17
parcel_unit_like,כפר סבא,כפר סבא|6426-717|45.76||1.0|משרד|1994.0,4,2,2019-01-10,2020-02-26
parcel_unit_like,כפר סבא,כפר סבא|6426-717|50.4||0.0|חנות|1994.0,6,3,2004-08-03,2010-05-21
parcel_unit_like,כפר סבא,כפר סבא|6426-722|92.41||1.0|דירה בבית קומות|1993.0,2,2,2006-03-09,2008-03-09
parcel_unit_like,כפר סבא,כפר סבא|6426-722|92.41||2.0|דירה בבית קומות|1993.0,2,2,2010-02-25,2012-08-05
parcel_unit_like,כפר סבא,כפר סבא|6426-723|89.6||1.0|דירה בבית קומות|1994.0,2,2,2010-03-26,2018-12-27
parcel_unit_like,כפר סבא,כפר סבא|6426-762|97.43||1.0|דירה בבית קומות|1992.0,3,2,2020-02-10,2021-10-14
parcel_unit_like,כפר סבא,כפר סבא|6426-773|111.0||3.0|דירה בבית קומות|1989.0,2,2,2009-08-17,2013-12-12
parcel_unit_like,כפר סבא,כפר סבא|6426-776|119.0||1.0|דירה בבית קומות|1984.0,2,2,2005-03-11,2010-01-13
parcel_unit_like,כפר סבא,כפר סבא|6426-78|64.3||1.0|לא צויין סוג|1970.0,2,2,2000-03-20,2000-12-12
parcel_unit_like,כפר סבא,כפר סבא|6426-78|64.3||2.0|דירה בבית קומות|1970.0,2,2,2005-12-07,2021-05-26
parcel_unit_like,כפר סבא,כפר סבא|6426-811|90.26||3.0|דירה בבית קומות|1980.0,2,2,2007-07-26,2013-02-04
parcel_unit_like,כפר סבא,כפר סבא|6426-822|91.5||1.0|דירה בבית קומות|1991.0,2,2,2008-12-20,2011-10-31
parcel_unit_like,כפר סבא,כפר סבא|6426-822|91.5||2.0|דירה בבית קומות|1991.0,2,2,2016-06-15,2019-03-03
parcel_unit_like,כפר סבא,כפר סבא|6426-822|91.5||3.0|לא צויין סוג|1991.0,2,2,2000-05-04,2000-09-27
parcel_unit_like,כפר סבא,כפר סבא|6426-826|||2.0|משרד|1988.0,4,2,2006-02-06,2016-09-11
parcel_unit_like,כפר סבא,כפר סבא|6426-84|131.57||4.0|דירה בבית קומות|1970.0,2,2,2007-05-02,2021-02-24
parcel_unit_like,כפר סבא,כפר סבא|6426-850|95.45||3.0|לא צויין סוג|1989.0,2,2,1999-03-07,2001-11-29
parcel_unit_like,כפר סבא,כפר סבא|6426-850|98.94||2.0|דירה בבית קומות|1989.0,2,2,2007-07-05,2021-03-04
parcel_unit_like,כפר סבא,כפר סבא|6426-85|101.3||1.0|דירה בבית קומות|1970.0,2,2,2021-02-01,2024-05-12
parcel_unit_like,כפר סבא,כפר סבא|6426-85|101.3||2.0|דירה בבית קומות|1970.0,2,2,2007-08-05,2013-05-27
parcel_unit_like,כפר סבא,כפר סבא|6426-870|106.15|||דירה בבית קומות|1992.0,2,2,2012-05-24,2014-11-21
parcel_unit_like,כפר סבא,כפר סבא|6426-896|109.0||2.0|דירה בבית קומות|1995.0,2,2,2013-06-17,2023-03-08
parcel_unit_like,כפר סבא,כפר סבא|6426-914|110.5||2.0|לא צויין סוג|1992.0,2,2,2000-02-03,2000-06-20
parcel_unit_like,כפר סבא,כפר סבא|6426-941|100.8||1.0|דירת גן|1998.0,2,2,2009-11-15,2016-03-13
parcel_unit_like,כפר סבא,כפר סבא|6426-958|103.77||3.0|דירה בבית קומות|2000.0,2,2,2013-01-14,2015-05-07
parcel_unit_like,כפר סבא,כפר סבא|6426-971|128.93||3.0|דירה בבית קומות|1999.0,4,2,2008-08-19,2014-05-19
parcel_unit_like,כפר סבא,כפר סבא|6426-989|125.0||3.0|דירה בבית קומות|1998.0,2,2,2020-12-01,2024-02-06
parcel_unit_like,כפר סבא,כפר סבא|6427-170|108.48||2.0|דירה בבית קומות|1984.0,4,2,2005-04-20,2022-01-24
parcel_unit_like,כפר סבא,כפר סבא|6427-182|90.0||1.0|דירה בבית קומות|1970.0,4,2,2019-10-28,2021-01-25
parcel_unit_like,כפר סבא,כפר סבא|6427-357|62.0||1.0|דירה בבית קומות|1962.0,2,2,2011-06-16,2014-05-11
parcel_unit_like,כפר סבא,כפר סבא|6427-426|92.0||5.0|דירה בבית קומות|2022.0,4,2,2022-05-11,2022-09-19
parcel_unit_like,כפר סבא,כפר סבא|6427-427|64.0||4.0|דירה בבית קומות|1964.0,2,2,2006-01-18,2006-12-26
parcel_unit_like,כפר סבא,כפר סבא|6427-428|47.36||1.0|דירה בבית קומות|1970.0,4,2,2007-11-29,2020-01-08
parcel_unit_like,כפר סבא,כפר סבא|6427-429|100.0||5.0|דירה בבית קומות|1964.0,4,2,2016-04-06,2021-01-07
parcel_unit_like,כפר סבא,כפר סבא|6427-429|47.0||3.0|דירה בבית קומות|1964.0,4,2,2007-05-21,2019-02-28
parcel_unit_like,כפר סבא,כפר סבא|6427-429|47.87||3.0|דירה בבית קומות|1964.0,2,2,2005-06-15,2008-06-25
parcel_unit_like,כפר סבא,כפר סבא|6427-434|38.4||2.0|לא צויין סוג|1960.0,2,2,1999-08-24,2000-01-06
parcel_unit_like,כפר סבא,כפר סבא|6427-435|38.4||1.0|דירה בבית קומות|2002.0,2,2,2005-03-06,2015-10-22
parcel_unit_like,כפר סבא,כפר סבא|6427-435|38.4||2.0|דירה בבית קומות|2002.0,2,2,2013-09-08,2016-05-25
parcel_unit_like,כפר סבא,כפר סבא|6427-436|41.1||1.0|דירה בבית קומות|1960.0,2,2,2008-05-27,2020-12-06
parcel_unit_like,כפר סבא,כפר סבא|6427-436|41.1||2.0|דירה בבית קומות|1960.0,2,2,2004-10-17,2017-11-30
parcel_unit_like,כפר סבא,כפר סבא|6427-437|41.1||1.0|דירה בבית קומות|1950.0,2,2,2004-04-04,2013-04-04
parcel_unit_like,כפר סבא,כפר סבא|6427-437|41.1||2.0|דירה בבית קומות|1950.0,2,2,2004-02-16,2009-10-06
parcel_unit_like,כפר סבא,כפר סבא|6427-440|41.1||1.0|דירה בבית קומות|1960.0,3,3,2006-11-05,2020-02-26
parcel_unit_like,כפר סבא,כפר סבא|6427-443|38.4||2.0|דירה בבית קומות|1960.0,3,3,2012-06-27,2023-02-20
parcel_unit_like,כפר סבא,כפר סבא|6427-452|68.5||1.0|דירה בבית קומות|2021.0,2,2,2016-11-08,2021-05-03
parcel_unit_like,כפר סבא,כפר סבא|6427-452|68.5||2.0|דירה בבית קומות|2021.0,2,2,2015-08-31,2021-05-11
parcel_unit_like,כפר סבא,כפר סבא|6427-452|68.5||3.0|דירה בבית קומות|2021.0,3,3,2005-10-27,2024-03-06
parcel_unit_like,כפר סבא,כפר סבא|6427-452|74.6||1.0|דירה בבית קומות|2021.0,8,4,2007-01-08,2019-12-29
parcel_unit_like,כפר סבא,כפר סבא|6427-452|74.6||2.0|דירה בבית קומות|2021.0,4,2,2019-11-14,2019-12-30
parcel_unit_like,כפר סבא,כפר סבא|6427-452|74.6||4.0|דירה בבית קומות|2021.0,6,3,2019-11-21,2024-09-04
parcel_unit_like,כפר סבא,כפר סבא|6427-467|71.74||2.0|דירה בבית קומות|1970.0,4,2,2017-02-21,2020-06-02
parcel_unit_like,כפר סבא,כפר סבא|6427-492|103.87||1.0|דירה בבית קומות|1984.0,2,2,2015-03-08,2021-05-20
parcel_unit_like,כפר סבא,כפר סבא|6427-492|103.87||2.0|דירה בבית קומות|1984.0,2,2,2008-06-01,2021-03-10
parcel_unit_like,כפר סבא,כפר סבא|6427-492|103.87||4.0|דירה בבית קומות|1984.0,2,2,2014-11-12,2016-10-26
parcel_unit_like,כפר סבא,כפר סבא|6427-492|117.13||4.0|דירה בבית קומות|1984.0,2,2,2008-02-22,2015-10-23
parcel_unit_like,כפר סבא,כפר סבא|6427-493|101.53||1.0|דירה בבית קומות|1983.0,2,2,2008-01-02,2023-05-09
parcel_unit_like,כפר סבא,כפר סבא|6427-493|127.87||4.0|דירה בבית קומות|1983.0,2,2,2015-02-19,2021-06-04
parcel_unit_like,כפר סבא,כפר סבא|6427-499|80.86||2.0|דירה בבית קומות|1980.0,4,2,2017-03-06,2017-06-05
parcel_unit_like,כפר סבא,כפר סבא|6427-528|36.0||1.0|חנות|1983.0,2,2,2006-06-07,2009-05-04
parcel_unit_like,כפר סבא,כפר סבא|6427-534|108.29||3.0|דירה בבית קומות|1981.0,2,2,2011-06-02,2022-10-18
parcel_unit_like,כפר סבא,כפר סבא|6427-534|108.29||4.0|דירה בבית קומות|1981.0,2,2,2014-06-19,2020-08-19
parcel_unit_like,כפר סבא,כפר סבא|6427-534|110.32||1.0|דירה בבית קומות|1981.0,2,2,2009-01-18,2011-06-28
parcel_unit_like,כפר סבא,כפר סבא|6427-534|110.32||3.0|דירה בבית קומות|1981.0,2,2,2009-08-23,2012-01-19
parcel_unit_like,כפר סבא,כפר סבא|6427-534|135.04||6.0|דירה בבית קומות|1981.0,2,2,2012-01-16,2015-01-04
parcel_unit_like,כפר סבא,כפר סבא|6427-546|20.1||3.0|משרד|1990.0,4,2,2006-01-30,2022-02-08
parcel_unit_like,כפר סבא,כפר סבא|6427-546|21.0||3.0|משרד|1990.0,4,2,2019-10-25,2022-04-27
parcel_unit_like,כפר סבא,כפר סבא|6427-548|30.22||0.0|חנות|1993.0,6,3,2006-03-27,2017-04-04
parcel_unit_like,כפר סבא,כפר סבא|6427-558|99.5||1.0|דירה בבית קומות|1990.0,2,2,2022-02-17,2024-06-30
parcel_unit_like,כפר סבא,כפר סבא|6427-613|77.5||3.0|דירה בבית קומות|1999.0,2,2,2004-04-01,2023-10-29
parcel_unit_like,כפר סבא,כפר סבא|6427-613|77.5||4.0|לא צויין סוג|1999.0,2,2,1999-05-30,1999-12-26
parcel_unit_like,כפר סבא,כפר סבא|6427-613|96.0||1.0|דירה בבית קומות|1999.0,2,2,2015-03-19,2024-02-04
parcel_unit_like,כפר סבא,כפר סבא|6427-613|96.0||2.0|דירה בבית קומות|1999.0,2,2,2006-10-15,2021-01-27
parcel_unit_like,כפר סבא,כפר סבא|6427-613|96.0||4.0|דירה בבית קומות|1999.0,2,2,2009-08-05,2011-03-21
parcel_unit_like,כפר סבא,כפר סבא|6427-621|196.47|||דירה בבית קומות|1992.0,2,2,2016-12-21,2017-11-26
parcel_unit_like,כפר סבא,כפר סבא|6427-628|104.08||1.0|דירה בבית קומות|1995.0,2,2,2011-08-04,2013-12-04
parcel_unit_like,כפר סבא,כפר סבא|6427-653|97.0||1.0|דירה בבית קומות|2003.0,4,2,2007-09-24,2019-11-24
parcel_unit_like,כפר סבא,כפר סבא|6427-653|97.0||2.0|דירה בבית קומות|2003.0,4,2,2005-09-11,2006-09-10
parcel_unit_like,כפר סבא,כפר סבא|6427-666|135.15||1.0|דירה בבית קומות|2007.0,2,2,2007-10-24,2008-05-25
parcel_unit_like,כפר סבא,כפר סבא|6427-667|135.15||1.0|דירה בבית קומות|2007.0,2,2,2007-01-30,2007-12-30
parcel_unit_like,כפר סבא,כפר סבא|6427-668|135.15||1.0|דירה בבית קומות|2006.0,2,2,2013-10-22,2021-04-14
parcel_unit_like,כפר סבא,כפר סבא|6427-669|100.0||0.0|דירה בבית קומות|2007.0,2,2,2007-07-25,2008-04-14
parcel_unit_like,כפר סבא,כפר סבא|6427-669|135.15||1.0|דירה בבית קומות|2007.0,2,2,2007-09-11,2009-03-02
parcel_unit_like,כפר סבא,כפר סבא|6427-670|135.15||1.0|דירה בבית קומות|2008.0,2,2,2008-12-14,2021-11-09
parcel_unit_like,כפר סבא,כפר סבא|6427-670|187.6||0.0|דירה בבית קומות|2008.0,2,2,2008-04-28,2008-06-06
parcel_unit_like,כפר סבא,כפר סבא|6427-689|260.2||0.0|קוטג' דו משפחתי|2012.0,2,2,2014-04-08,2024-01-23
parcel_unit_like,כפר סבא,כפר סבא|6428-102|44.9||0.0|דירה בבית קומות|1946.0,4,2,2007-10-31,2020-05-12
parcel_unit_like,כפר סבא,כפר סבא|6428-108|33.5||1.0|דירה בבית קומות|1948.0,4,2,2007-10-15,2014-02-26
parcel_unit_like,כפר סבא,כפר סבא|6428-108|37.1||0.0|דירה בבית קומות|1948.0,4,2,2022-03-20,2024-01-29
parcel_unit_like,כפר סבא,כפר סבא|6428-344|81.91||2.0|דירה בבית קומות|1964.0,4,2,2004-05-14,2013-11-04
parcel_unit_like,כפר סבא,כפר סבא|6428-344|81.91||3.0|דירה בבית קומות|1964.0,4,2,2005-04-21,2021-04-21
parcel_unit_like,כפר סבא,כפר סבא|6428-348|74.0||0.0|דירה בבית קומות|1965.0,2,2,2022-08-08,2022-08-18
parcel_unit_like,כפר סבא,כפר סבא|6428-366|63.8||3.0|דירה בבית קומות|1973.0,2,2,2021-03-17,2023-05-05
parcel_unit_like,כפר סבא,כפר סבא|6428-40|53.72||1.0|דירה בבית קומות|1964.0,2,2,2015-08-20,2017-03-19
parcel_unit_like,כפר סבא,כפר סבא|6428-40|53.72||2.0|דירה בבית קומות|1964.0,2,2,2012-05-08,2022-09-01
parcel_unit_like,כפר סבא,כפר סבא|6428-413|90.5||3.0|דירה בבית קומות|1970.0,2,2,2006-07-18,2019-05-01
parcel_unit_like,כפר סבא,כפר סבא|6428-421|77.0||3.0|דירה בבית קומות|1960.0,2,2,2016-12-18,2022-08-09
parcel_unit_like,כפר סבא,כפר סבא|6428-421|77.0||4.0|דירה בבית קומות|1960.0,2,2,2005-03-09,2021-12-06
parcel_unit_like,כפר סבא,כפר סבא|6428-422|113.0||4.0|דירה בבית קומות|1976.0,2,2,2019-09-09,2019-10-02
parcel_unit_like,כפר סבא,כפר סבא|6428-422|67.0||2.0|דירה בבית קומות|1976.0,2,2,2010-07-15,2017-04-04
parcel_unit_like,כפר סבא,כפר סבא|6428-426|83.87||6.0|דירה בבית קומות|1970.0,4,2,2011-03-09,2013-09-02
parcel_unit_like,כפר סבא,כפר סבא|6428-448|116.0||2.0|דירה בבית קומות|1982.0,2,2,2009-11-23,2017-12-14
parcel_unit_like,כפר סבא,כפר סבא|6428-448|124.0||2.0|לא צויין סוג|1984.0,2,2,2002-07-28,2003-11-09
parcel_unit_like,כפר סבא,כפר סבא|6428-448|149.0||6.0|דירה בבית קומות|1982.0,2,2,2008-03-25,2022-08-03
parcel_unit_like,כפר סבא,כפר סבא|6428-448|94.0||2.0|דירה בבית קומות|1982.0,2,2,2013-04-23,2014-04-13
parcel_unit_like,כפר סבא,כפר סבא|6428-449|106.2||2.0|דירה בבית קומות|1980.0,3,2,2006-10-05,2014-12-14
parcel_unit_like,כפר סבא,כפר סבא|6428-449|106.2||3.0|דירה בבית קומות|1980.0,3,2,2016-08-28,2023-09-10
