match_definition,city,_property_key,rows,unique_sale_dates,first_date,last_date
parcel_unit_like,בני ברק,בני ברק|6122-934|65.74||1.0|דירה בבית קומות|1980.0,2,2,2003-08-31,2011-08-10
parcel_unit_like,בני ברק,בני ברק|6122-934|65.74||2.0|לא צויין סוג|1980.0,2,2,1999-07-27,2003-01-23
parcel_unit_like,בני ברק,בני ברק|6122-944|60.5||2.0|דירה בבית קומות|1970.0,2,2,2006-11-06,2007-02-18
parcel_unit_like,בני ברק,בני ברק|6122-944|76.0||1.0|דירה בבית קומות|1970.0,2,2,2008-03-24,2019-12-15
parcel_unit_like,בני ברק,בני ברק|6122-944|76.0||3.0|דירה בבית קומות|1970.0,2,2,2012-12-23,2017-02-19
parcel_unit_like,בני ברק,בני ברק|6122-956|62.0||3.0|לא צויין סוג|1960.0,2,2,2001-05-17,2001-06-28
parcel_unit_like,בני ברק,בני ברק|6122-958|49.5||3.0|דירה בבית קומות|1959.0,8,4,2006-02-14,2020-11-08
parcel_unit_like,בני ברק,בני ברק|6122-959|54.0||2.0|דירה בבית קומות|1960.0,4,2,2016-01-17,2021-08-15
parcel_unit_like,בני ברק,בני ברק|6122-959|54.0||3.0|דירה בבית קומות|1960.0,4,2,2009-03-01,2022-12-19
parcel_unit_like,בני ברק,בני ברק|6122-960|51.0||1.0|דירה בבית קומות|1960.0,4,2,2006-02-07,2010-02-17
parcel_unit_like,בני ברק,בני ברק|6122-960|51.0||4.0|דירה בבית קומות|1960.0,4,2,2005-01-04,2022-02-14
parcel_unit_like,בני ברק,בני ברק|6122-961|50.0||1.0|דירה בבית קומות|2002.0,4,2,2007-05-06,2011-10-06
parcel_unit_like,בני ברק,בני ברק|6122-961|50.0||3.0|דירה בבית קומות|2002.0,4,2,2009-03-19,2016-05-08
parcel_unit_like,בני ברק,בני ברק|6122-992|47.0||1.0|דירה בבית קומות|1950.0,2,2,2003-06-09,2016-02-18
parcel_unit_like,בני ברק,בני ברק|6122-993|48.5||3.0|דירה בבית קומות|1960.0,2,2,2013-10-03,2020-12-22
parcel_unit_like,בני ברק,בני ברק|6123-1007|73.0||2.0|דירה בבית קומות|1980.0,8,4,2007-06-15,2019-06-03
parcel_unit_like,בני ברק,בני ברק|6123-1012|77.0||2.0|דירה בבית קומות|1965.0,3,3,2004-09-10,2017-02-03
parcel_unit_like,בני ברק,בני ברק|6123-1012|77.0||3.0|דירה בבית קומות|1965.0,5,5,2004-05-02,2021-06-17
parcel_unit_like,בני ברק,בני ברק|6123-101|110.0||4.0|דירה בבית קומות|2014.0,2,2,2014-09-11,2015-01-07
parcel_unit_like,בני ברק,בני ברק|6123-101|70.0||3.0|דירה בבית קומות|2014.0,2,2,2013-12-17,2019-09-25
parcel_unit_like,בני ברק,בני ברק|6123-1023|78.5||2.0|דירה בבית קומות|1965.0,2,2,2008-01-15,2013-11-14
parcel_unit_like,בני ברק,בני ברק|6123-1024|92.94||1.0|דירה בבית קומות|1990.0,2,2,2015-06-23,2020-09-06
parcel_unit_like,בני ברק,בני ברק|6123-1043|92.8||2.0|דירה בבית קומות|2009.0,2,2,2009-05-19,2009-09-10
parcel_unit_like,בני ברק,בני ברק|6123-108|49.0||1.0|דירה בבית קומות|1960.0,2,2,2014-02-05,2021-06-09
parcel_unit_like,בני ברק,בני ברק|6123-108|50.0||3.0|דירה בבית קומות|1967.0,2,2,2003-05-20,2018-07-23
parcel_unit_like,בני ברק,בני ברק|6123-108|59.0||2.0|דירה בבית קומות|1960.0,2,2,2019-08-26,2022-04-13
parcel_unit_like,בני ברק,בני ברק|6123-108|60.0||1.0|דירה בבית קומות|1960.0,4,4,2007-12-31,2023-03-26
parcel_unit_like,בני ברק,בני ברק|6123-108|60.0||2.0|דירה בבית קומות|1960.0,4,4,2007-08-13,2018-12-17
parcel_unit_like,בני ברק,בני ברק|6123-108|60.0||3.0|דירה בבית קומות|1960.0,4,4,2005-03-21,2020-12-24
parcel_unit_like,בני ברק,בני ברק|6123-108|60.0||3.0|לא צויין סוג|1960.0,2,2,2000-06-15,2001-06-24
parcel_unit_like,בני ברק,בני ברק|6123-108|60.0||4.0|לא צויין סוג|1960.0,2,2,1999-12-01,2001-04-19
parcel_unit_like,בני ברק,בני ברק|6123-108|62.0||2.0|דירה בבית קומות|1960.0,2,2,2017-06-28,2019-12-16
parcel_unit_like,בני ברק,בני ברק|6123-108|||0.0|חנות|1960.0,2,2,2012-03-19,2018-07-02
parcel_unit_like,בני ברק,בני ברק|6123-114|61.0||1.0|דירה בבית קומות|1968.0,2,2,2006-10-26,2009-09-08
parcel_unit_like,בני ברק,בני ברק|6123-114|61.0||2.0|דירה בבית קומות|1960.0,3,3,2009-06-30,2023-11-19
parcel_unit_like,בני ברק,בני ברק|6123-142|37.0||1.0|דירה בבית קומות|1965.0,4,2,2003-02-17,2003-03-11
parcel_unit_like,בני ברק,בני ברק|6123-151|||0.0|חנות|1955.0,2,2,2008-04-13,2021-05-19
parcel_unit_like,בני ברק,בני ברק|6123-160|68.0||2.0|דירה בבית קומות|1950.0,4,2,2009-06-04,2020-07-07
parcel_unit_like,בני ברק,בני ברק|6123-186|55.7||2.0|דירה בבית קומות|1960.0,2,2,2013-03-04,2013-04-14
parcel_unit_like,בני ברק,בני ברק|6123-193|38.22||1.0|דירה בבית קומות|1960.0,2,2,2019-09-23,2023-12-27
parcel_unit_like,בני ברק,בני ברק|6123-196|120.0||3.0|דירה בבית קומות|1990.0,2,2,2006-01-24,2011-09-15
parcel_unit_like,בני ברק,בני ברק|6123-196|80.0||1.0|דירה בבית קומות|1990.0,3,3,2004-02-09,2024-06-30
parcel_unit_like,בני ברק,בני ברק|6123-200|62.0||1.0|דירה בבית קומות|1993.0,2,2,2009-12-07,2020-10-26
parcel_unit_like,בני ברק,בני ברק|6123-206|51.0||1.0|דירה בבית קומות|1956.0,2,2,2008-03-02,2019-09-15
parcel_unit_like,בני ברק,בני ברק|6123-207|42.0||1.0|דירה בבית קומות|1950.0,2,2,2006-03-06,2014-03-17
parcel_unit_like,בני ברק,בני ברק|6123-214|50.0||1.0|לא צויין סוג|1960.0,2,2,1999-08-24,2002-08-16
parcel_unit_like,בני ברק,בני ברק|6123-214|50.0|||דירה בבית קומות|1960.0,2,2,2005-01-02,2007-11-28
parcel_unit_like,בני ברק,בני ברק|6123-248|115.0|||דירה|2015.0,2,2,2012-09-05,2015-06-17
parcel_unit_like,בני ברק,בני ברק|6123-295|40.0||2.0|דירה בבית קומות|1950.0,2,2,2007-04-22,2010-11-24
parcel_unit_like,בני ברק,בני ברק|6123-310|63.0||2.0|דירה בבית קומות|1950.0,2,2,2019-05-22,2021-06-15
parcel_unit_like,בני ברק,בני ברק|6123-318|84.0||1.0|דירה בבית קומות|1984.0,2,2,2010-08-25,2024-08-01
parcel_unit_like,בני ברק,בני ברק|6123-322|60.0||2.0|דירה בבית קומות|1930.0,2,2,2008-08-17,2015-02-12
parcel_unit_like,בני ברק,בני ברק|6123-32|58.1||1.0|דירה בבית קומות|1960.0,4,2,2006-11-23,2009-12-30
parcel_unit_like,בני ברק,בני ברק|6123-330|60.0||1.0|דירה בבית קומות|1960.0,2,2,2008-01-15,2019-11-01
parcel_unit_like,בני ברק,בני ברק|6123-330|61.0||3.0|דירה בבית קומות|1960.0,2,2,2010-10-10,2018-08-26
parcel_unit_like,בני ברק,בני ברק|6123-378|72.0||1.0|דירה בבית קומות|1970.0,2,2,2014-12-24,2022-04-10
parcel_unit_like,בני ברק,בני ברק|6123-383|51.0||4.0|דירה בבית קומות|1960.0,2,2,2012-01-29,2020-01-26
parcel_unit_like,בני ברק,בני ברק|6123-401|||1.0|משרד|1994.0,6,3,2016-09-25,2020-08-24
parcel_unit_like,בני ברק,בני ברק|6123-401|||2.0|משרד|1994.0,6,3,2017-12-31,2023-12-05
parcel_unit_like,בני ברק,בני ברק|6123-401||||משרד|1994.0,4,2,2011-06-27,2016-09-26
parcel_unit_like,בני ברק,בני ברק|6123-425|65.0||2.0|דירה בבית קומות|1960.0,4,2,2021-07-08,2023-10-11
parcel_unit_like,בני ברק,בני ברק|6123-437|42.0||2.0|דירה בבית קומות|1960.0,2,2,2013-05-05,2016-03-06
parcel_unit_like,בני ברק,בני ברק|6123-437|61.0||2.0|דירה בבית קומות|1960.0,2,2,2018-10-17,2021-02-22
parcel_unit_like,בני ברק,בני ברק|6123-437|61.0||3.0|דירה בבית קומות|1960.0,2,2,2010-01-04,2024-09-05
parcel_unit_like,בני ברק,בני ברק|6123-437|70.0||3.0|דירה בבית קומות|1960.0,2,2,2007-03-06,2007-12-06
parcel_unit_like,בני ברק,בני ברק|6123-447|119.3||4.0|דירה בבית קומות|2004.0,2,2,2004-01-23,2017-07-06
parcel_unit_like,בני ברק,בני ברק|6123-447|83.6||1.0|דירה בבית קומות|2004.0,2,2,2004-12-21,2023-02-22
parcel_unit_like,בני ברק,בני ברק|6123-447|83.6||2.0|דירה בבית קומות|2004.0,2,2,2004-07-12,2005-03-10
parcel_unit_like,בני ברק,בני ברק|6123-449|60.0||1.0|דירה בבית קומות|1960.0,2,2,2003-09-11,2011-05-01
parcel_unit_like,בני ברק,בני ברק|6123-450|54.0||1.0|דירה בבית קומות|1950.0,3,3,2007-06-07,2014-02-13
parcel_unit_like,בני ברק,בני ברק|6123-450|54.0||2.0|דירה בבית קומות|1950.0,2,2,2022-04-11,2022-10-25
parcel_unit_like,בני ברק,בני ברק|6123-455|50.5||2.0|דירה בבית קומות|1950.0,3,3,2013-12-16,2022-09-19
parcel_unit_like,בני ברק,בני ברק|6123-455|50.5||3.0|דירה בבית קומות|1950.0,2,2,2017-12-07,2023-02-05
parcel_unit_like,בני ברק,בני ברק|6123-457|75.0||1.0|דירה בבית קומות|1960.0,2,2,2010-04-15,2013-11-25
parcel_unit_like,בני ברק,בני ברק|6123-458|||1.0|חנות|1960.0,3,3,2003-12-30,2021-12-28
parcel_unit_like,בני ברק,בני ברק|6123-459|44.45||1.0|דירה בבית קומות|1960.0,2,2,2004-05-18,2024-06-24
parcel_unit_like,בני ברק,בני ברק|6123-459|44.45||2.0|לא צויין סוג|1960.0,2,2,1998-06-18,1998-07-13
parcel_unit_like,בני ברק,בני ברק|6123-459|52.2||1.0|דירה בבית קומות|1960.0,2,2,2008-06-19,2009-11-11
parcel_unit_like,בני ברק,בני ברק|6123-463|63.5||3.0|דירה בבית קומות|1960.0,2,2,2005-03-03,2018-10-23
parcel_unit_like,בני ברק,בני ברק|6123-476|64.0||1.0|דירה בבית קומות|1970.0,2,2,2005-01-04,2011-07-20
parcel_unit_like,בני ברק,בני ברק|6123-476|64.0||3.0|דירה בבית קומות|1970.0,2,2,2003-09-01,2011-11-13
parcel_unit_like,בני ברק,בני ברק|6123-482|45.0||2.0|דירה בבית קומות|1960.0,2,2,2016-10-31,2020-12-02
parcel_unit_like,בני ברק,בני ברק|6123-490|70.0||2.0|דירה|2015.0,2,2,2016-01-05,2016-07-13
parcel_unit_like,בני ברק,בני ברק|6123-490|70.0||3.0|דירה|2015.0,3,3,2016-06-05,2016-12-12
parcel_unit_like,בני ברק,בני ברק|6123-490|80.0||2.0|דירה בבית קומות|2015.0,2,2,2016-01-06,2016-07-14
parcel_unit_like,בני ברק,בני ברק|6123-490|80.0||3.0|דירה בבית קומות|2015.0,3,3,2016-06-06,2016-12-13
parcel_unit_like,בני ברק,בני ברק|6123-490|82.0||1.0|דירה בבית קומות|2015.0,2,2,2015-10-14,2015-11-25
parcel_unit_like,בני ברק,בני ברק|6123-492|24.5||0.0|חנות|1965.0,2,2,2008-02-21,2021-10-10
parcel_unit_like,בני ברק,בני ברק|6123-49|50.0||3.0|דירה בבית קומות|1960.0,4,2,2010-12-06,2016-02-14
parcel_unit_like,בני ברק,בני ברק|6123-49|55.0||2.0|דירה בבית קומות|1960.0,4,2,2014-12-29,2018-10-07
parcel_unit_like,בני ברק,בני ברק|6123-500|69.0||2.0|דירה בבית קומות|1960.0,2,2,2007-02-13,2023-11-07
parcel_unit_like,בני ברק,בני ברק|6123-502|69.0||2.0|דירה בבית קומות|1960.0,2,2,2013-09-24,2018-05-21
parcel_unit_like,בני ברק,בני ברק|6123-524|||0.0|חנות|1960.0,2,2,2000-11-01,2022-12-04
parcel_unit_like,בני ברק,בני ברק|6123-532|45.0||1.0|דירה בבית קומות|1950.0,2,2,2012-05-01,2014-05-08
parcel_unit_like,בני ברק,בני ברק|6123-53|64.0||2.0|דירה בבית קומות|1986.0,4,2,2008-08-24,2014-06-23
parcel_unit_like,בני ברק,בני ברק|6123-53|76.0||4.0|דירה בבית קומות|1986.0,6,3,2007-03-06,2012-06-25
parcel_unit_like,בני ברק,בני ברק|6123-553|45.0||1.0|דירה בבית קומות|1960.0,2,2,2021-02-17,2021-12-08
parcel_unit_like,בני ברק,בני ברק|6123-553|45.0||2.0|דירה בבית קומות|1960.0,2,2,2015-06-08,2020-12-01
parcel_unit_like,בני ברק,בני ברק|6123-5|49.0||2.0|דירה בבית קומות|1950.0,8,4,2014-02-10,2024-04-15
parcel_unit_like,בני ברק,בני ברק|6123-5|49.0||3.0|דירה בבית קומות|1950.0,6,3,2019-07-11,2024-08-18
parcel_unit_like,בני ברק,בני ברק|6123-5|49.0||4.0|דירה בבית קומות|1950.0,10,5,2004-05-31,2019-01-16
parcel_unit_like,בני ברק,בני ברק|6123-604|47.7||1.0|דירה בבית קומות|1960.0,2,2,2015-06-15,2015-07-24
parcel_unit_like,בני ברק,בני ברק|6123-609|71.0||2.0|דירה בבית קומות|1950.0,2,2,2010-08-23,2021-11-09
parcel_unit_like,בני ברק,בני ברק|6123-609||||חנות|1950.0,2,2,2011-05-15,2016-07-27
parcel_unit_like,בני ברק,בני ברק|6123-615|26.0||1.0|דירה בבית קומות|1960.0,2,2,2005-03-16,2016-10-25
parcel_unit_like,בני ברק,בני ברק|6123-615|48.0||1.0|דירה בבית קומות|1960.0,2,2,2018-02-25,2021-02-18
parcel_unit_like,בני ברק,בני ברק|6123-615|48.0||2.0|דירה בבית קומות|1960.0,3,3,2019-07-11,2022-06-22
parcel_unit_like,בני ברק,בני ברק|6123-615|48.0||3.0|דירה בבית קומות|1960.0,3,3,2005-05-16,2021-04-25
parcel_unit_like,בני ברק,בני ברק|6123-616|26.0||1.0|דירה בבית קומות|1950.0,2,2,2019-06-30,2020-12-30
parcel_unit_like,בני ברק,בני ברק|6123-616|48.0||2.0|דירה בבית קומות|1950.0,4,4,2005-08-28,2023-01-04
parcel_unit_like,בני ברק,בני ברק|6123-616|48.0||3.0|דירה בבית קומות|1950.0,4,4,2010-05-24,2021-03-16
parcel_unit_like,בני ברק,בני ברק|6123-616|48.0||4.0|דירה בבית קומות|1950.0,4,4,2013-05-22,2019-07-26
parcel_unit_like,בני ברק,בני ברק|6123-620|25.0||1.0|דירה בבית קומות|1950.0,2,2,2013-08-08,2024-01-01
parcel_unit_like,בני ברק,בני ברק|6123-620|45.0||0.0|דירה בבית קומות|1950.0,2,2,2011-03-25,2023-05-24
parcel_unit_like,בני ברק,בני ברק|6123-620|45.0||1.0|דירה בבית קומות|1950.0,2,2,2020-12-29,2024-07-24
parcel_unit_like,בני ברק,בני ברק|6123-620|45.0||2.0|דירה בבית קומות|1950.0,3,3,2021-02-10,2022-03-24
parcel_unit_like,בני ברק,בני ברק|6123-620|45.0||3.0|דירה בבית קומות|1950.0,2,2,2004-01-26,2005-09-18
parcel_unit_like,בני ברק,בני ברק|6123-620|48.0||2.0|דירה בבית קומות|1950.0,3,3,2007-02-01,2020-08-12
parcel_unit_like,בני ברק,בני ברק|6123-620|48.0||3.0|דירה בבית קומות|1950.0,3,3,2017-02-09,2024-03-19
parcel_unit_like,בני ברק,בני ברק|6123-621|27.0||1.0|דירה בבית קומות|1950.0,2,2,2019-07-28,2023-12-23
parcel_unit_like,בני ברק,בני ברק|6123-621|53.0||3.0|דירה בבית קומות|1950.0,2,2,2017-03-28,2024-08-02
parcel_unit_like,בני ברק,בני ברק|6123-621|53.0||4.0|דירה בבית קומות|1950.0,2,2,2015-02-27,2022-07-28
parcel_unit_like,בני ברק,בני ברק|6123-622|51.0||3.0|דירה בבית קומות|1960.0,2,2,2012-04-02,2013-05-12
parcel_unit_like,בני ברק,בני ברק|6123-623|54.0||2.0|דירה בבית קומות|1960.0,3,3,2016-09-29,2022-07-14
parcel_unit_like,בני ברק,בני ברק|6123-623|54.0||3.0|דירה בבית קומות|1960.0,2,2,2005-08-15,2022-01-29
parcel_unit_like,בני ברק,בני ברק|6123-623|54.0||4.0|דירה בבית קומות|1960.0,3,3,2015-12-27,2018-11-27
parcel_unit_like,בני ברק,בני ברק|6123-624|54.0||2.0|דירה בבית קומות|1950.0,3,3,2012-07-31,2018-08-05
parcel_unit_like,בני ברק,בני ברק|6123-624|54.0||3.0|דירה בבית קומות|1950.0,3,3,2018-12-27,2022-08-18
parcel_unit_like,בני ברק,בני ברק|6123-624|54.0||4.0|דירה בבית קומות|1950.0,2,2,2019-08-12,2022-02-20
parcel_unit_like,בני ברק,בני ברק|6123-628|50.0||3.0|דירה בבית קומות|1957.0,2,2,2003-06-17,2007-11-06
parcel_unit_like,בני ברק,בני ברק|6123-630|48.5||2.0|דירה בבית קומות|1950.0,2,2,2016-05-26,2021-12-05
parcel_unit_like,בני ברק,בני ברק|6123-630|48.5||3.0|דירה בבית קומות|1950.0,3,3,2007-02-05,2021-04-05
parcel_unit_like,בני ברק,בני ברק|6123-631|44.0||2.0|לא צויין סוג|2023.0,2,2,1999-04-15,2002-07-08
parcel_unit_like,בני ברק,בני ברק|6123-631|64.0||2.0|דירה בבית קומות|2023.0,2,2,2019-03-04,2020-06-14
parcel_unit_like,בני ברק,בני ברק|6123-637|123.0||4.0|דירה בבית קומות|1970.0,2,2,2010-06-01,2022-04-13
parcel_unit_like,בני ברק,בני ברק|6123-642|48.58||2.0|דירה בבית קומות|1950.0,2,2,2004-07-05,2021-12-05
parcel_unit_like,בני ברק,בני ברק|6123-642|48.58||4.0|דירה בבית קומות|1950.0,2,2,2023-01-08,2023-05-23
parcel_unit_like,בני ברק,בני ברק|6123-649|49.5||2.0|דירה בבית קומות|1950.0,2,2,2012-01-04,2021-10-11
parcel_unit_like,בני ברק,בני ברק|6123-649|49.5||3.0|דירה בבית קומות|1950.0,2,2,2007-04-22,2010-09-05
parcel_unit_like,בני ברק,בני ברק|6123-650|49.5||3.0|דירה בבית קומות|1970.0,2,2,2004-03-31,2008-03-20
parcel_unit_like,בני ברק,בני ברק|6123-653|121.14||3.0|דירה בבית קומות|1984.0,2,2,2012-07-15,2013-10-20
parcel_unit_like,בני ברק,בני ברק|6123-653|75.35||1.0|דירה בבית קומות|1984.0,2,2,2008-12-11,2012-12-18
parcel_unit_like,בני ברק,בני ברק|6123-661|25.0||1.0|חנות|1960.0,2,2,2016-03-16,2017-06-21
parcel_unit_like,בני ברק,בני ברק|6123-663|58.0||3.0|דירה בבית קומות|1970.0,2,2,2018-12-16,2022-06-01
parcel_unit_like,בני ברק,בני ברק|6123-672|50.0||3.0|דירה בבית קומות|1950.0,2,2,2021-01-10,2022-08-10
parcel_unit_like,בני ברק,בני ברק|6123-676|26.5||1.0|דירה בבית קומות|1958.0,2,2,2022-09-11,2023-12-31
parcel_unit_like,בני ברק,בני ברק|6123-676|49.0||3.0|דירה בבית קומות|1958.0,2,2,2012-05-30,2013-02-13
parcel_unit_like,בני ברק,בני ברק|6123-676|61.0||3.0|דירה בבית קומות|1958.0,2,2,2005-11-06,2016-05-28
parcel_unit_like,בני ברק,בני ברק|6123-676|||1.0|חנות|1958.0,2,2,2011-01-04,2022-08-16
parcel_unit_like,בני ברק,בני ברק|6123-690|53.0||0.0|דירה בבית קומות|1950.0,4,4,2011-05-31,2021-08-16
parcel_unit_like,בני ברק,בני ברק|6123-690|53.0||2.0|דירה בבית קומות|1950.0,5,5,2003-08-28,2019-07-29
parcel_unit_like,בני ברק,בני ברק|6123-690|53.0||3.0|דירה בבית קומות|1950.0,4,4,2011-11-13,2021-01-28
parcel_unit_like,בני ברק,בני ברק|6123-690|53.0||3.0|לא צויין סוג|1950.0,2,2,1998-08-13,1999-05-19
parcel_unit_like,בני ברק,בני ברק|6123-690|53.0||4.0|דירה בבית קומות|1950.0,8,8,2007-10-26,2024-07-10
parcel_unit_like,בני ברק,בני ברק|6123-691|30.0||1.0|דירה בבית קומות|1956.0,2,2,2020-02-25,2021-10-26
parcel_unit_like,בני ברק,בני ברק|6123-691|53.0||1.0|דירה בבית קומות|1956.0,2,2,2010-12-22,2018-08-23
parcel_unit_like,בני ברק,בני ברק|6123-691|53.0||2.0|דירה בבית קומות|1956.0,4,4,2007-02-18,2016-03-07
parcel_unit_like,בני ברק,בני ברק|6123-691|53.0||2.0|דירה בבית קומות|1970.0,3,3,2009-03-30,2021-09-02
parcel_unit_like,בני ברק,בני ברק|6123-691|53.0||3.0|דירה בבית קומות|1956.0,4,4,2004-01-07,2016-07-13
parcel_unit_like,בני ברק,בני ברק|6123-691|53.0||3.0|דירה בבית קומות|1970.0,4,4,2009-02-15,2021-10-05
parcel_unit_like,בני ברק,בני ברק|6123-691|53.0||4.0|דירה בבית קומות|1956.0,4,3,2003-04-13,2006-08-06
parcel_unit_like,בני ברק,בני ברק|6123-691|53.0||4.0|דירה בבית קומות|1970.0,4,4,2012-04-25,2022-01-06
parcel_unit_like,בני ברק,בני ברק|6123-696|65.0||1.0|דירה בבית קומות|1955.0,2,2,2015-06-03,2015-10-29
parcel_unit_like,בני ברק,בני ברק|6123-696|65.0||2.0|דירה בבית קומות|1955.0,2,2,2005-08-01,2006-09-29
parcel_unit_like,בני ברק,בני ברק|6123-712|46.5||4.0|דירה בבית קומות|1960.0,4,2,2012-09-19,2017-03-26
parcel_unit_like,בני ברק,בני ברק|6123-712|48.0||2.0|דירה בבית קומות|1960.0,4,2,2016-07-05,2022-04-24
parcel_unit_like,בני ברק,בני ברק|6123-712|48.0||3.0|דירה בבית קומות|1960.0,6,3,2005-12-06,2021-06-24
parcel_unit_like,בני ברק,בני ברק|6123-712|48.0||4.0|דירה בבית קומות|1960.0,4,2,2004-08-04,2024-01-22
parcel_unit_like,בני ברק,בני ברק|6123-713|45.0||0.0|דירה בבית קומות|1960.0,4,2,2008-12-14,2023-01-01
parcel_unit_like,בני ברק,בני ברק|6123-713|45.0||1.0|דירה בבית קומות|1960.0,8,4,2014-10-06,2022-12-13
parcel_unit_like,בני ברק,בני ברק|6123-713|45.0||2.0|דירה בבית קומות|1960.0,6,3,2011-06-13,2023-02-07
parcel_unit_like,בני ברק,בני ברק|6123-713|45.0||3.0|דירה בבית קומות|1960.0,8,4,2018-12-06,2020-02-11
parcel_unit_like,בני ברק,בני ברק|6123-713|46.0||1.0|דירה בבית קומות|1960.0,6,3,2010-08-15,2023-11-16
parcel_unit_like,בני ברק,בני ברק|6123-713|46.0||2.0|דירה בבית קומות|1960.0,4,2,2009-12-22,2014-09-07
parcel_unit_like,בני ברק,בני ברק|6123-713|46.0||3.0|דירה בבית קומות|1960.0,4,2,2005-05-10,2020-10-01
parcel_unit_like,בני ברק,בני ברק|6123-720|48.5||1.0|דירה בבית קומות|1957.0,6,3,2006-11-16,2011-05-17
parcel_unit_like,בני ברק,בני ברק|6123-720|48.5||2.0|דירה בבית קומות|1957.0,6,3,2008-03-02,2018-08-01
parcel_unit_like,בני ברק,בני ברק|6123-720|48.5||3.0|דירה בבית קומות|1957.0,4,2,2015-08-02,2018-07-23
parcel_unit_like,בני ברק,בני ברק|6123-721|48.5||1.0|דירה בבית קומות|1950.0,4,2,2013-12-29,2015-01-25
parcel_unit_like,בני ברק,בני ברק|6123-721|48.5||2.0|דירה בבית קומות|1950.0,8,4,2007-10-24,2022-11-15
parcel_unit_like,בני ברק,בני ברק|6123-722|48.5||2.0|דירה בבית קומות|1960.0,4,2,2008-05-28,2011-02-12
parcel_unit_like,בני ברק,בני ברק|6123-722|48.5||3.0|דירה בבית קומות|1960.0,6,3,2004-10-17,2020-03-15
parcel_unit_like,בני ברק,בני ברק|6123-727|50.0||3.0|דירה בבית קומות|1960.0,2,2,2017-08-04,2018-07-08
parcel_unit_like,בני ברק,בני ברק|6123-727|60.0||2.0|דירה בבית קומות|1960.0,2,2,2007-05-30,2008-02-07
parcel_unit_like,בני ברק,בני ברק|6123-728|51.5||1.0|דירה בבית קומות|1958.0,2,2,2018-04-10,2023-12-27
parcel_unit_like,בני ברק,בני ברק|6123-72|57.0||3.0|דירה בבית קומות|1960.0,2,2,2013-01-30,2015-11-09
parcel_unit_like,בני ברק,בני ברק|6123-72|72.0||1.0|דירה בבית קומות|1960.0,2,2,2010-02-11,2017-02-16
parcel_unit_like,בני ברק,בני ברק|6123-72|72.0||3.0|דירה בבית קומות|1960.0,2,2,2010-08-17,2022-01-05
parcel_unit_like,בני ברק,בני ברק|6123-731|60.0|||דירה בבית קומות|1960.0,2,2,2007-10-30,2012-07-26
parcel_unit_like,בני ברק,בני ברק|6123-733|53.0||2.0|דירה בבית קומות|1960.0,2,2,2007-01-14,2008-07-31
parcel_unit_like,בני ברק,בני ברק|6123-740|21.24||0.0|חנות|1960.0,4,2,2012-12-12,2018-05-30
parcel_unit_like,בני ברק,בני ברק|6123-741|44.0||1.0|דירה בבית קומות|1960.0,2,2,2015-05-27,2021-06-22
parcel_unit_like,בני ברק,בני ברק|6123-747|49.0||1.0|דירה בבית קומות|1960.0,2,2,2020-07-12,2021-03-17
parcel_unit_like,בני ברק,בני ברק|6123-747|49.0||2.0|דירה בבית קומות|1960.0,2,2,2012-07-10,2022-02-21
parcel_unit_like,בני ברק,בני ברק|6123-747|65.0||2.0|דירה בבית קומות|1960.0,2,2,2011-12-27,2013-01-31
parcel_unit_like,בני ברק,בני ברק|6123-747|65.0||3.0|דירה בבית קומות|1960.0,2,2,2003-09-07,2009-12-29
parcel_unit_like,בני ברק,בני ברק|6123-754|65.0||1.0|דירה בבית קומות|1960.0,4,2,2005-01-25,2014-05-12
parcel_unit_like,בני ברק,בני ברק|6123-782|53.0||2.0|דירה בבית קומות|1960.0,2,2,2018-06-27,2022-02-23
parcel_unit_like,בני ברק,בני ברק|6123-782|53.0||4.0|דירה בבית קומות|1960.0,2,2,2005-02-24,2005-03-10
parcel_unit_like,בני ברק,בני ברק|6123-782|60.0||2.0|דירה בבית קומות|1960.0,2,2,2010-11-21,2015-11-04
parcel_unit_like,בני ברק,בני ברק|6123-782|79.0||2.0|דירה בבית קומות|1960.0,3,3,2007-02-21,2023-01-18
parcel_unit_like,בני ברק,בני ברק|6123-782|79.0||3.0|דירה בבית קומות|1960.0,2,2,2004-04-22,2009-05-18
parcel_unit_like,בני ברק,בני ברק|6123-783|78.0||3.0|דירה בבית קומות|1960.0,2,2,2009-05-07,2014-01-05
parcel_unit_like,בני ברק,בני ברק|6123-784|56.0||2.0|דירה בבית קומות|1960.0,2,2,2014-11-27,2015-09-10
parcel_unit_like,בני ברק,בני ברק|6123-784|56.0||3.0|לא צויין סוג|1960.0,2,2,2000-07-09,2002-06-16
parcel_unit_like,בני ברק,בני ברק|6123-793|49.0||1.0|דירה בבית קומות|1960.0,2,2,2010-05-10,2016-06-01
parcel_unit_like,בני ברק,בני ברק|6123-793|63.0||1.0|דירה בבית קומות|1960.0,2,2,2020-05-14,2021-06-07
parcel_unit_like,בני ברק,בני ברק|6123-793|63.0||2.0|דירה בבית קומות|1960.0,2,2,2013-12-05,2024-08-15
parcel_unit_like,בני ברק,בני ברק|6123-79|61.0||2.0|דירה בבית קומות|1970.0,2,2,2019-07-17,2021-04-29
parcel_unit_like,בני ברק,בני ברק|6123-808|46.0||2.0|דירה בבית קומות|1960.0,2,2,2007-03-14,2018-12-24
