match_definition,city,GUSH,FULLADRESS,street,new_date,old_dates_for_property,price_millions,area,rooms,floor,apt type,New_Project,build_year,building age,build_floors,_property_key
parcel_unit_like,פתח תקווה,6386-264-59,"כץ מיכל לייב, פתח תקווה",כץ מיכל לייב,1998-11-08,1998-10-18,0.855,101.2,,6.0,לא צויין סוג ,New Project,1999.0,-1.0,9.0,פתח תקווה|6386-264|101.2||6.0|לא צויין סוג|1999.0
parcel_unit_like,פתח תקווה,6386-264-40,"כץ מיכל לייב, פתח תקווה",כץ מיכל לייב,1999-01-15,1998-12-31,0.875,101.1,,1.0,לא צויין סוג ,New Project,1999.0,0.0,9.0,פתח תקווה|6386-264|101.1||1.0|לא צויין סוג|1999.0
parcel_unit_like,פתח תקווה,6361-444-156,"המכבים, פתח תקווה",המכבים,1999-02-28,1998-06-08,0.667,70.9,,9.0,לא צויין סוג ,2nd hand,1998.0,1.0,17.0,פתח תקווה|6361-444|70.9||9.0|לא צויין סוג|1998.0
parcel_unit_like,פתח תקווה,6361-444-182,"המכבים, פתח תקווה",המכבים,1999-05-04,1999-04-29,0.685,70.9,,13.0,לא צויין סוג ,2nd hand,1998.0,1.0,17.0,פתח תקווה|6361-444|70.9||13.0|לא צויין סוג|1998.0
parcel_unit_like,פתח תקווה,7194-73-27,"חדרה, פתח תקווה",חדרה,2000-08-15,1998-09-13;1998-09-14;1998-11-03;1998-11-22,0.711,83.35,,3.0,לא צויין סוג ,2nd hand,1999.0,1.0,4.0,פתח תקווה|7194-73|83.35||3.0|לא צויין סוג|1999.0
parcel_unit_like,פתח תקווה,7194-73-24,"חדרה, פתח תקווה",חדרה,2000-09-01,1998-04-02;1998-10-06;1998-10-29;1998-11-16,0.706,83.35,,2.0,לא צויין סוג ,2nd hand,1999.0,1.0,4.0,פתח תקווה|7194-73|83.35||2.0|לא צויין סוג|1999.0
parcel_unit_like,פתח תקווה,6399-290-93,"שלומציון המלכה, פתח תקווה",שלומציון המלכה,2001-06-19,2000-04-10,0.719,98.2,,7.0,לא צויין סוג ,2nd hand,1995.0,6.0,8.0,פתח תקווה|6399-290|98.2||7.0|לא צויין סוג|1995.0
parcel_unit_like,פתח תקווה,7194-73-81,"חדרה, פתח תקווה",חדרה,2001-08-01,1998-04-14;1998-05-18;1998-08-30;1999-02-02,0.707,83.35,,1.0,לא צויין סוג ,2nd hand,1999.0,2.0,4.0,פתח תקווה|7194-73|83.35||1.0|לא צויין סוג|1999.0
parcel_unit_like,פתח תקווה,7194-73-61,"חדרה, פתח תקווה",חדרה,2001-11-01,1998-07-27;1998-11-08;1999-01-17,0.748,75.94,,4.0,לא צויין סוג ,2nd hand,1999.0,2.0,4.0,פתח תקווה|7194-73|75.94||4.0|לא צויין סוג|1999.0
parcel_unit_like,פתח תקווה,7194-73-45,"חדרה, פתח תקווה",חדרה,2001-12-19,1998-07-27;1998-11-08;1999-01-17,0.754,75.94,,4.0,לא צויין סוג ,2nd hand,1999.0,2.0,4.0,פתח תקווה|7194-73|75.94||4.0|לא צויין סוג|1999.0
parcel_unit_like,פתח תקווה,7194-73-29,"חדרה, פתח תקווה",חדרה,2002-04-23,1998-04-15;1999-01-14,0.938,90.41,,4.0,לא צויין סוג ,2nd hand,1999.0,3.0,4.0,פתח תקווה|7194-73|90.41||4.0|לא צויין סוג|1999.0
parcel_unit_like,פתח תקווה,6360-298-58,"סנה משה, פתח תקווה",סנה משה,2002-05-14,2001-11-20,0.783,75.9,,6.0,לא צויין סוג ,2nd hand,2000.0,2.0,9.0,פתח תקווה|6360-298|75.9||6.0|לא צויין סוג|2000.0
parcel_unit_like,פתח תקווה,7194-21-67,"גדרה, פתח תקווה",גדרה,2002-09-25,1998-05-21,1.156,93.5,,5.0,לא צויין סוג ,2nd hand,1998.0,4.0,5.0,פתח תקווה|7194-21|93.5||5.0|לא צויין סוג|1998.0
parcel_unit_like,ראשון לציון,5383-3-1,"מבצע דני, ראשון לציון",מבצע דני,1999-06-27,1998-10-21,1.692,174.68,,0.0,לא צויין סוג ,2nd hand,1997.0,2.0,,ראשון לציון|5383-3|174.68||0.0|לא צויין סוג|1997.0
parcel_unit_like,ראשון לציון,3926-590-2,"התאנה, ראשון לציון",התאנה,1999-12-19,1998-01-27,1.13,125.0,,1.0,לא צויין סוג ,2nd hand,1998.0,1.0,3.0,ראשון לציון|3926-590|125.0||1.0|לא צויין סוג|1998.0
parcel_unit_like,ראשון לציון,5038-9-24,"העסיס, ראשון לציון",העסיס,2000-02-22,1999-06-27,0.824,85.1,,6.0,לא צויין סוג ,2nd hand,1994.0,6.0,6.0,ראשון לציון|5038-9|85.1||6.0|לא צויין סוג|1994.0
parcel_unit_like,ראשון לציון,5038-9-24,"העסיס, ראשון לציון",העסיס,2000-02-22,1999-06-27,0.824,85.1,,6.0,לא צויין סוג ,2nd hand,1994.0,6.0,6.0,ראשון לציון|5038-9|85.1||6.0|לא צויין סוג|1994.0
parcel_unit_like,ראשון לציון,4746-35-9,"גרניט, ראשון לציון",גרניט,2000-07-10,1998-11-05;1999-05-16,1.129,153.38,,0.0,לא צויין סוג ,2nd hand,1998.0,2.0,1.0,ראשון לציון|4746-35|153.38||0.0|לא צויין סוג|1998.0
parcel_unit_like,ראשון לציון,4746-35-10,"גרניט, ראשון לציון",גרניט,2000-07-19,1998-11-05;1999-05-16,1.116,153.38,,0.0,לא צויין סוג ,2nd hand,1998.0,2.0,1.0,ראשון לציון|4746-35|153.38||0.0|לא צויין סוג|1998.0
parcel_unit_like,ראשון לציון,3935-149-61,"זדל, ראשון לציון",זדל,2000-11-24,1998-11-25;1999-02-17;1999-07-16,0.856,109.0,,3.0,לא צויין סוג ,2nd hand,1998.0,2.0,1.0,ראשון לציון|3935-149|109.0||3.0|לא צויין סוג|1998.0
parcel_unit_like,ראשון לציון,4746-6-4,"תרשיש, ראשון לציון",תרשיש,2001-01-03,1998-01-27,0.716,75.7,,2.0,לא צויין סוג ,2nd hand,1998.0,3.0,9.0,ראשון לציון|4746-6|75.7||2.0|לא צויין סוג|1998.0
parcel_unit_like,ראשון לציון,5096-5-41,"מעגל השלום, ראשון לציון",מעגל השלום,2001-10-16,1999-09-27,1.496,132.0,,11.0,לא צויין סוג ,New Project,2001.0,0.0,11.0,ראשון לציון|5096-5|132.0||11.0|לא צויין סוג|2001.0
parcel_unit_like,ראשון לציון,5114-40-4,"אלקבץ, ראשון לציון",אלקבץ,2003-01-30,1998-11-10,0.97,97.98,,1.0,לא צויין סוג ,2nd hand,1997.0,6.0,12.0,ראשון לציון|5114-40|97.98||1.0|לא צויין סוג|1997.0
parcel_unit_like,ראשון לציון,5116-91-43,"הרב גורן, ראשון לציון",הרב גורן,2003-03-07,2002-03-05,0.91,100.0,,1.0,לא צויין סוג ,2nd hand,2002.0,1.0,6.0,ראשון לציון|5116-91|100.0||1.0|לא צויין סוג|2002.0
parcel_unit_like,ראשון לציון,5116-91-43,"הרב גורן, ראשון לציון",הרב גורן,2003-03-07,2002-03-05,0.91,100.0,,1.0,לא צויין סוג ,2nd hand,2002.0,1.0,6.0,ראשון לציון|5116-91|100.0||1.0|לא צויין סוג|2002.0
parcel_unit_like,ראשון לציון,5116-90-43,"הרב גורן, ראשון לציון",הרב גורן,2003-03-24,2001-06-04;2001-08-01,0.97,100.0,,4.0,לא צויין סוג ,2nd hand,2001.0,2.0,6.0,ראשון לציון|5116-90|100.0||4.0|לא צויין סוג|2001.0
parcel_unit_like,ראשון לציון,5116-90-43,"הרב גורן, ראשון לציון",הרב גורן,2003-03-24,2001-06-04;2001-08-01,0.97,100.0,,4.0,לא צויין סוג ,2nd hand,2001.0,2.0,6.0,ראשון לציון|5116-90|100.0||4.0|לא צויין סוג|2001.0
parcel_unit_like,ראשון לציון,5099-68-1,"מוריי גל-מן, ראשון לציון",מוריי גל-מן,2003-07-22,1999-10-14,1.637,168.14,,0.0,לא צויין סוג ,2nd hand,1999.0,4.0,,ראשון לציון|5099-68|168.14||0.0|לא צויין סוג|1999.0
parcel_unit_like,רחובות,3697-430-8,"חושן, רחובות",חושן,2000-08-08,1998-05-25,0.954,144.1,,1.0,לא צויין סוג ,2nd hand,1997.0,3.0,,רחובות|3697-430|144.1||1.0|לא צויין סוג|1997.0
parcel_unit_like,רחובות,3696-127-172,"בשיסט מרדכי, רחובות",בשיסט מרדכי,2002-02-12,1999-05-26,0.64,60.0,,2.0,לא צויין סוג ,2nd hand,2000.0,2.0,7.0,רחובות|3696-127|60.0||2.0|לא צויין סוג|2000.0
parcel_unit_like,רחובות,3696-127-8,"בשיסט מרדכי, רחובות",בשיסט מרדכי,2002-03-01,1999-07-19;1999-08-15,0.69,60.0,,4.0,לא צויין סוג ,2nd hand,2000.0,2.0,7.0,רחובות|3696-127|60.0||4.0|לא צויין סוג|2000.0
parcel_unit_like,רחובות,3696-127-168,"בשיסט מרדכי, רחובות",בשיסט מרדכי,2002-03-04,1999-07-19;1999-08-15,0.668,60.0,,4.0,לא צויין סוג ,2nd hand,2000.0,2.0,7.0,רחובות|3696-127|60.0||4.0|לא צויין סוג|2000.0
parcel_unit_like,רמת גן,6157-671-9,"אלישיב, רמת גן",אלישיב,2000-06-12,2000-05-29,1.313,105.46,,4.0,לא צויין סוג ,New Project,2000.0,0.0,4.0,רמת גן|6157-671|105.46||4.0|לא צויין סוג|2000.0
parcel_unit_like,רמת גן,6183-86-21,"ההגנה, רמת גן",ההגנה,2002-11-10,2002-09-30,0.744,80.0,,3.0,לא צויין סוג ,New Project,2003.0,-1.0,4.0,רמת גן|6183-86|80.0||3.0|לא צויין סוג|2003.0
parcel_unit_like,רמת גן,6207-669-21,"תובל, רמת גן",תובל,2014-03-27,2019-04-23,0.48,42.0,,4.0,דירה בבית קומות,2nd hand,1970.0,44.0,4.0,רמת גן|6207-669|42.0||4.0|דירה בבית קומות|1970.0
parcel_unit_like,רעננה,6578-465-1,"השקמה, רעננה",השקמה,2000-11-20,1999-06-17,1.943,173.5,,0.0,לא צויין סוג ,2nd hand,1999.0,1.0,2.0,רעננה|6578-465|173.5||0.0|לא צויין סוג|1999.0
parcel_unit_like,רעננה,7649-198-17,"גובר רבקה, רעננה",גובר רבקה,2002-09-04,2001-06-28,1.311,121.72,,1.0,לא צויין סוג ,2nd hand,1995.0,7.0,3.0,רעננה|7649-198|121.72||1.0|לא צויין סוג|1995.0
parcel_unit_like,רעננה,7649-182-13,"גובר רבקה, רעננה",גובר רבקה,2002-11-14,2003-02-18,1.064,80.82,,0.0,לא צויין סוג ,2nd hand,1995.0,7.0,3.0,רעננה|7649-182|80.82||0.0|לא צויין סוג|1995.0
parcel_unit_like,תל אביב -יפו,6979-5-313,"טרפון, תל אביב -יפו",טרפון,1998-07-23,2002-03-24,0.183,30.0,,1.0,לא צויין סוג ,2nd hand,1950.0,48.0,3.0,תל אביב -יפו|6979-5|30.0||1.0|לא צויין סוג|1950.0
parcel_unit_like,תל אביב -יפו,6798-9-35,"קובנר אבא, תל אביב -יפו",קובנר אבא,1999-11-09,1998-09-16;1999-09-02,1.306,96.05,,3.0,לא צויין סוג ,New Project,1999.0,0.0,7.0,תל אביב -יפו|6798-9|96.05||3.0|לא צויין סוג|1999.0
parcel_unit_like,תל אביב -יפו,7193-25-18,"מרידור יעקב, תל אביב -יפו",מרידור יעקב,2000-01-20,1999-09-09,1.841,106.0,,1.0,לא צויין סוג ,2nd hand,1999.0,1.0,4.0,תל אביב -יפו|7193-25|106.0||1.0|לא צויין סוג|1999.0
parcel_unit_like,תל אביב -יפו,6626-212-80,"פן אלכסנדר, תל אביב -יפו",פן אלכסנדר,2000-02-18,1999-11-28,1.413,78.68,,5.0,לא צויין סוג ,2nd hand,1999.0,1.0,6.0,תל אביב -יפו|6626-212|78.68||5.0|לא צויין סוג|1999.0
parcel_unit_like,תל אביב -יפו,6626-212-80,"פן אלכסנדר, תל אביב -יפו",פן אלכסנדר,2000-02-18,1999-11-28,1.413,78.68,,5.0,לא צויין סוג ,2nd hand,1999.0,1.0,6.0,תל אביב -יפו|6626-212|78.68||5.0|לא צויין סוג|1999.0
parcel_unit_like,תל אביב -יפו,6979-5-302,"כרמי, תל אביב -יפו",כרמי,2000-02-24,2002-03-24,0.194,30.0,,1.0,לא צויין סוג ,2nd hand,1950.0,50.0,3.0,תל אביב -יפו|6979-5|30.0||1.0|לא צויין סוג|1950.0
parcel_unit_like,תל אביב -יפו,6626-212-76,"פן אלכסנדר, תל אביב -יפו",פן אלכסנדר,2000-02-29,1999-06-29,1.413,78.7,,4.0,לא צויין סוג ,2nd hand,1999.0,1.0,6.0,תל אביב -יפו|6626-212|78.7||4.0|לא צויין סוג|1999.0
parcel_unit_like,תל אביב -יפו,6626-212-76,"פן אלכסנדר, תל אביב -יפו",פן אלכסנדר,2000-02-29,1999-06-29,1.413,78.7,,4.0,לא צויין סוג ,2nd hand,1999.0,1.0,6.0,תל אביב -יפו|6626-212|78.7||4.0|לא צויין סוג|1999.0
parcel_unit_like,תל אביב -יפו,6798-9-27,"קובנר אבא, תל אביב -יפו",קובנר אבא,2000-07-04,1998-02-19,1.242,96.05,,1.0,לא צויין סוג ,2nd hand,1999.0,1.0,7.0,תל אביב -יפו|6798-9|96.05||1.0|לא צויין סוג|1999.0
parcel_unit_like,תל אביב -יפו,6626-212-67,"פן אלכסנדר, תל אביב -יפו",פן אלכסנדר,2001-04-16,1999-08-16,1.28,78.2,,2.0,לא צויין סוג ,2nd hand,1999.0,2.0,6.0,תל אביב -יפו|6626-212|78.2||2.0|לא צויין סוג|1999.0
parcel_unit_like,תל אביב -יפו,6626-212-67,"פן אלכסנדר, תל אביב -יפו",פן אלכסנדר,2001-04-16,1999-08-16,1.28,78.2,,2.0,לא צויין סוג ,2nd hand,1999.0,2.0,6.0,תל אביב -יפו|6626-212|78.2||2.0|לא צויין סוג|1999.0
parcel_unit_like,תל אביב -יפו,6626-212-75,"פן אלכסנדר, תל אביב -יפו",פן אלכסנדר,2001-04-30,1999-06-10,1.69,114.4,,4.0,לא צויין סוג ,2nd hand,1999.0,2.0,6.0,תל אביב -יפו|6626-212|114.4||4.0|לא צויין סוג|1999.0
parcel_unit_like,תל אביב -יפו,6626-212-75,"פן אלכסנדר, תל אביב -יפו",פן אלכסנדר,2001-04-30,1999-06-10,1.69,114.4,,4.0,לא צויין סוג ,2nd hand,1999.0,2.0,6.0,תל אביב -יפו|6626-212|114.4||4.0|לא צויין סוג|1999.0
parcel_unit_like,תל אביב -יפו,6798-84-46,"בוני העיר, תל אביב -יפו",בוני העיר,2001-07-29,1998-06-02,1.997,143.2,,6.0,לא צויין סוג ,2nd hand,1998.0,3.0,6.0,תל אביב -יפו|6798-84|143.2||6.0|לא צויין סוג|1998.0
parcel_unit_like,תל אביב -יפו,6150-533-17,"דם המכבים, תל אביב -יפו",דם המכבים,2001-07-31,2000-08-15,0.077,48.0,,2.0,לא צויין סוג ,2nd hand,1950.0,51.0,2.0,תל אביב -יפו|6150-533|48.0||2.0|לא צויין סוג|1950.0
parcel_unit_like,תל אביב -יפו,7047-84-10,"חב""ד, תל אביב -יפו","חב""ד",2002-12-08,2002-11-24,0.845,97.0,,1.0,לא צויין סוג ,2nd hand,1950.0,52.0,1.0,תל אביב -יפו|7047-84|97.0||1.0|לא צויין סוג|1950.0
parcel_unit_like,תל אביב -יפו,6213-1438-5,"הא באייר, תל אביב -יפו",הא באייר,2003-12-10,2001-07-12,1.23,69.3,,1.0,דירה בבית קומות,2nd hand,1999.0,4.0,6.0,תל אביב -יפו|6213-1438|69.3||1.0|דירה בבית קומות|1999.0
parcel_unit_like,תל אביב -יפו,6979-10-432,"עבאס אברהם, תל אביב -יפו",עבאס אברהם,2004-01-20,2003-02-05,0.154,35.0,,3.0,דירה בבית קומות,2nd hand,1950.0,54.0,4.0,תל אביב -יפו|6979-10|35.0||3.0|דירה בבית קומות|1950.0
parcel_unit_like,תל אביב -יפו,6979-10-432,"עבאס אברהם, תל אביב -יפו",עבאס אברהם,2004-01-20,2003-02-05,0.154,35.0,,3.0,דירה בבית קומות,2nd hand,1950.0,54.0,4.0,תל אביב -יפו|6979-10|35.0||3.0|דירה בבית קומות|1950.0
parcel_unit_like,תל אביב -יפו,6979-10-432,"עבאס אברהם, תל אביב -יפו",עבאס אברהם,2004-01-20,2003-02-05,0.154,35.0,,3.0,דירה בבית קומות,2nd hand,1950.0,54.0,4.0,תל אביב -יפו|6979-10|35.0||3.0|דירה בבית קומות|1950.0
parcel_unit_like,תל אביב -יפו,6214-524-15,"עמנואל הרומי, תל אביב -יפו",עמנואל הרומי,2004-01-25,2003-04-21,0.71,50.0,,2.0,דירה בבית קומות,2nd hand,1950.0,54.0,3.0,תל אביב -יפו|6214-524|50.0||2.0|דירה בבית קומות|1950.0
parcel_unit_like,תל אביב -יפו,6214-524-15,"עמנואל הרומי, תל אביב -יפו",עמנואל הרומי,2004-01-25,2003-04-21,0.71,50.0,,2.0,דירה בבית קומות,2nd hand,1950.0,54.0,3.0,תל אביב -יפו|6214-524|50.0||2.0|דירה בבית קומות|1950.0
parcel_unit_like,תל אביב -יפו,6214-524-15,"עמנואל הרומי, תל אביב -יפו",עמנואל הרומי,2004-01-25,2003-04-21,0.71,50.0,,2.0,דירה בבית קומות,2nd hand,1950.0,54.0,3.0,תל אביב -יפו|6214-524|50.0||2.0|דירה בבית קומות|1950.0
parcel_unit_like,תל אביב -יפו,6150-390-2,"ביצרון, תל אביב -יפו",ביצרון,2004-06-29,2003-02-17,0.844,28.7,,1.0,קוטג' טורי,2nd hand,1950.0,54.0,2.0,תל אביב -יפו|6150-390|28.7||1.0|קוטג' טורי|1950.0
parcel_unit_like,תל אביב -יפו,7455-21-1,"נחמני, תל אביב -יפו",נחמני,2005-07-04,2003-12-31,1.125,79.64,,0.0,דירה בבית קומות,2nd hand,1930.0,75.0,2.0,תל אביב -יפו|7455-21|79.64||0.0|דירה בבית קומות|1930.0
parcel_unit_like,תל אביב -יפו,6108-717-6,"הרב גורן שלמה, תל אביב -יפו",הרב גורן שלמה,2007-05-20,2006-11-01,1398.702,,,1.0,דירה בבית קומות,New Project,2008.0,-1.0,28.0,תל אביב -יפו|6108-717|||1.0|דירה בבית קומות|2008.0
parcel_unit_like,תל אביב -יפו,6214-524-12,"עמנואל הרומי, תל אביב -יפו",עמנואל הרומי,2007-07-04,2003-04-21,1.18,50.0,,2.0,דירה בבית קומות,2nd hand,1950.0,57.0,3.0,תל אביב -יפו|6214-524|50.0||2.0|דירה בבית קומות|1950.0
parcel_unit_like,תל אביב -יפו,6214-524-12,"עמנואל הרומי, תל אביב -יפו",עמנואל הרומי,2007-07-04,2003-04-21,1.18,50.0,,2.0,דירה בבית קומות,2nd hand,1950.0,57.0,3.0,תל אביב -יפו|6214-524|50.0||2.0|דירה בבית קומות|1950.0
parcel_unit_like,תל אביב -יפו,6214-524-12,"עמנואל הרומי, תל אביב -יפו",עמנואל הרומי,2007-07-04,2003-04-21,1.18,50.0,,2.0,דירה בבית קומות,2nd hand,1950.0,57.0,3.0,תל אביב -יפו|6214-524|50.0||2.0|דירה בבית קומות|1950.0
parcel_unit_like,תל אביב -יפו,6108-717-18,"הרב גורן שלמה, תל אביב -יפו",הרב גורן שלמה,2008-05-28,2006-11-01,2.968,,,1.0,דירה בבית קומות,New Project,2008.0,0.0,28.0,תל אביב -יפו|6108-717|||1.0|דירה בבית קומות|2008.0
parcel_unit_like,תל אביב -יפו,6979-5-242,"יאיר, תל אביב -יפו",יאיר,2009-08-26,2004-12-30,0.935,120.0,,1.0,דירה בבית קומות,2nd hand,1950.0,59.0,3.0,תל אביב -יפו|6979-5|120.0||1.0|דירה בבית קומות|1950.0
parcel_unit_like,תל אביב -יפו,6768-46-27,"פיכמן, תל אביב -יפו",פיכמן,2010-08-19,2010-09-20,2.855,113.0,,3.0,מחסנים,New Project,2012.0,-2.0,5.0,תל אביב -יפו|6768-46|113.0||3.0|מחסנים|2012.0
parcel_unit_like,תל אביב -יפו,6768-46-27,"פיכמן, תל אביב -יפו",פיכמן,2010-08-19,2010-09-20,2.855,113.0,,3.0,מחסנים,New Project,2012.0,-2.0,5.0,תל אביב -יפו|6768-46|113.0||3.0|מחסנים|2012.0
parcel_unit_like,תל אביב -יפו,6621-10-3,"רוזנבלום הרצל, תל אביב -יפו",רוזנבלום הרצל,2011-02-14,2012-08-13,1.28724,42.0,,6.0,מלונאות,2nd hand,2009.0,2.0,10.0,תל אביב -יפו|6621-10|42.0||6.0|מלונאות|2009.0
parcel_unit_like,תל אביב -יפו,6621-10-93,"רוזנבלום הרצל, תל אביב -יפו",רוזנבלום הרצל,2012-08-17,2009-07-27,1.1891,45.0,,4.0,מלונאות,2nd hand,2009.0,3.0,10.0,תל אביב -יפו|6621-10|45.0||4.0|מלונאות|2009.0
parcel_unit_like,תל אביב -יפו,6768-46-8,"פיכמן, תל אביב -יפו",פיכמן,2016-07-27,2011-12-27,4.1,113.0,,2.0,דירה בבית קומות,2nd hand,2012.0,4.0,5.0,תל אביב -יפו|6768-46|113.0||2.0|דירה בבית קומות|2012.0
parcel_unit_like,תל אביב -יפו,6768-46-8,"פיכמן, תל אביב -יפו",פיכמן,2016-07-27,2011-12-27,4.1,113.0,,2.0,דירה בבית קומות,2nd hand,2012.0,4.0,5.0,תל אביב -יפו|6768-46|113.0||2.0|דירה בבית קומות|2012.0
parcel_unit_like,תל אביב -יפו,6108-731-43,"אלוני ניסים, תל אביב -יפו",אלוני ניסים,2016-12-13,2017-07-05,3.099,73.3,,9.0,דירה בבית קומות,New Project,2016.0,0.0,37.0,תל אביב -יפו|6108-731|73.3||9.0|דירה בבית קומות|2016.0
parcel_unit_like,תל אביב -יפו,6108-731-43,"אלוני ניסים, תל אביב -יפו",אלוני ניסים,2016-12-13,2017-07-05,3.099,73.3,,9.0,דירה בבית קומות,New Project,2016.0,0.0,37.0,תל אביב -יפו|6108-731|73.3||9.0|דירה בבית קומות|2016.0
parcel_unit_like,תל אביב -יפו,6768-46-13,"פיכמן, תל אביב -יפו",פיכמן,2019-05-14,2011-12-27,4.4,113.0,,2.0,דירה בבית קומות,2nd hand,2012.0,7.0,5.0,תל אביב -יפו|6768-46|113.0||2.0|דירה בבית קומות|2012.0
parcel_unit_like,תל אביב -יפו,6768-46-13,"פיכמן, תל אביב -יפו",פיכמן,2019-05-14,2011-12-27,4.4,113.0,,2.0,דירה בבית קומות,2nd hand,2012.0,7.0,5.0,תל אביב -יפו|6768-46|113.0||2.0|דירה בבית קומות|2012.0
parcel_unit_like,תל אביב -יפו,6135-88-11,"מבשר, תל אביב -יפו",מבשר,2020-07-05,2013-01-03;2013-05-30;2014-07-21;2022-01-09,0.08,,,1.0,חנות,2nd hand,1950.0,70.0,3.0,תל אביב -יפו|6135-88|||1.0|חנות|1950.0
parcel_unit_like,תל אביב -יפו,6769-87-50,"ברודי, תל אביב -יפו",ברודי,2021-09-06,2021-07-05;2023-03-28,1.93,47.2,,2.0,קרקע למגורים,2nd hand,1950.0,71.0,2.0,תל אביב -יפו|6769-87|47.2||2.0|קרקע למגורים|1950.0
parcel_unit_like,תל אביב -יפו,6626-208-19,"פן אלכסנדר, תל אביב -יפו",פן אלכסנדר,2022-05-19,2021-01-04,5.0,120.12,,5.0,דירה בבית קומות,2nd hand,2000.0,22.0,6.0,תל אביב -יפו|6626-208|120.12||5.0|דירה בבית קומות|2000.0
parcel_unit_like,תל אביב -יפו,6626-208-19,"פן אלכסנדר, תל אביב -יפו",פן אלכסנדר,2022-05-19,2021-01-04,5.0,120.12,,5.0,דירה בבית קומות,2nd hand,2000.0,22.0,6.0,תל אביב -יפו|6626-208|120.12||5.0|דירה בבית קומות|2000.0
parcel_unit_like,תל אביב -יפו,7016-2-0,"אילת, תל אביב -יפו",אילת,2023-06-01,2020-08-18,2.7,,,1.0,קרקע למגורים,2nd hand,1950.0,73.0,1.0,תל אביב -יפו|7016-2|||1.0|קרקע למגורים|1950.0
parcel_unit_like,תל אביב -יפו,7016-2-0,"אילת, תל אביב -יפו",אילת,2023-06-01,2020-08-18,2.7,,,1.0,קרקע למגורים,2nd hand,1950.0,73.0,1.0,תל אביב -יפו|7016-2|||1.0|קרקע למגורים|1950.0
parcel_unit_like,תל אביב -יפו,6627-351-97,"רפידים, תל אביב -יפו",רפידים,2023-09-14,2022-07-07;2023-05-03,4.58,59.29,,0.0,קרקע למגורים,2nd hand,1950.0,73.0,3.0,תל אביב -יפו|6627-351|59.29||0.0|קרקע למגורים|1950.0
parcel_unit_like,תל אביב -יפו,7424-3-3,"מרכלת, תל אביב -יפו",מרכלת,2023-09-27,2022-11-17,18.796,,,1.0,חנות,2nd hand,1960.0,63.0,1.0,תל אביב -יפו|7424-3|||1.0|חנות|1960.0
